Name	UFboot	sCF	Branch_Length	Branch_Support_Color	coord_x	coord_y	Strain	Date	DateBP	Country	Province	CountryLat	CountryLon	ProvinceLat	ProvinceLon	Biovar	Branch_Major	Branch_Minor	BioSample	BioSampleComment	Branch_Number	timetree_rate	timetree_rate_fold_change	timetree_mutation_length	timetree_raw_date	timetree_num_date	timetree_num_date_confidence	timetree_num_date_bar	timetree_clock_length	timetree_coord_x	timetree_coord_y	timetree_reg_x	timetree_reg_y	timetree_reg_bad	Mugration_Branch_Number	Mugration_Branch_Number_Confidence	Mugration_Branch_Number_Entropy	Mugration_Branch_Major	Mugration_Branch_Major_Confidence	Mugration_Branch_Major_Entropy	Mugration_Branch_Minor	Mugration_Branch_Minor_Confidence	Mugration_Branch_Minor_Entropy	Mugration_Country	Mugration_Country_Confidence	Mugration_Country_Entropy	Mugration_Country_Lat	Mugration_Country_Lon	Mugration_Province	Mugration_Province_Confidence	Mugration_Province_Entropy	Mugration_Province_Lat	Mugration_Province_Lon	geometry
NODE69	100.0	92.0	1.4962e-06	black	0.0010488833833539476	67.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1434624945335545e-08	1.23028273055231	1.074600832243874e-06	0349-07-20	349.5484513205224	[262.03659215264315, 704.2553413429862]	[1758.9634078473568, 1316.7446586570138]	102.24295271910569	4317.816708619668	67.5	349.5484513205224	4.8883383353947354e-05	False	0	0.9999999959866143	8.70930073673297e-08	0.PE	0.9999999896917883	2.2189512788604623e-07	0.PE4a	0.4618319760017419	1.5751724346625633	China	0.49637326970386586	0.9782724426929672	35.000074	104.999927	Altai Republic	0.37204391511079254	1.6353622752871926	50.7114101	86.8572186	POINT (86.8572186 50.7114101)
NODE70	100.0	83.4	2.4596e-06	black	0.0010510328459521275	62.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3863902400180507e-08	1.4916553697690416	2.1494625981799504e-06	0503-10-04	503.75860141677845	[238.346840876427, 1274.6524739425627]	[1782.653159123573, 746.3475260574373]	154.21015009625603	4472.026858715924	62.0	503.75860141677845	5.103284595212731e-05	False	0	0.9999999959907766	8.700687112190995e-08	0.PE	0.9999999897031809	2.216626248393396e-07	0.PE4t	0.39195512038828867	1.3216281925102888	Kyrgyzstan	0.4194597566672225	1.4296859579598973	41.5089324	74.724091	Talas Region	0.37121127980009216	1.602693544408745	42.4451869	72.14310491939636	POINT (72.14310491939636 42.4451869)
NODE71	100.0	100.0	1.99459e-05	red	0.0010691326628622707	60.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2265887062240632e-08	1.3197205067696982	1.8099816910143274e-05	1956-04-29	1956.3273369856317	[1934.5640675652414, 1968.519073753826]	[86.43593243475857, 52.48092624617402]	1452.5687355688533	5924.595594284778	60.5	1956.3273369856317	6.913266286227058e-05	False	0	0.9999999959949302	8.692090881650916e-08	0.PE	0.9999999897145474	2.2143063743312977e-07	0.PE4h	0.999203596612952	0.007348351865003143	Tajikistan	0.9973624702939058	0.022056259499541816	38.62817329999999	70.8156541	Sughd Province	0.9981925994808518	0.016846771464014355	39.35486020000001	68.8268012	POINT (68.82680120000001 39.35486020000001)
GCA_001294885.1_ASM129488v1_genomic	NA	NA	2.35e-08	grey	0.0010691326628622707	60	5307-Gis	1979	-42	Tajikistan	Sughd Province	38.62817329999999	70.8156541	39.354860200000005	68.8268012	Hissarica	0.PE	0.PE4h	SAMN03839878	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	9.294306634867748e-10	0.1	2.958134604311914e-22	1978-11-10	1978.8600100819592	[1979.0, 1979.0]	[42.0, 42.0]	22.53267309632747	5947.128267381106	60.0	1979.0	6.913266286227058e-05	False	0	1.0	-1.000088900581841e-12	0.PE	0.9999999999999999	-9.99866855976916e-13	0.PE4h	1.0	-1.000088900581841e-12	Tajikistan	1.0	-1.000088900581841e-12	38.62817329999999	70.8156541	Sughd Province	1.0	-1.000088900581841e-12	39.35486020000001	68.8268012	POINT (68.82680120000001 39.35486020000001)
GCA_002412235.1_Y.pestis_A-1249_genomic	NA	NA	4.692e-07	grey	0.0010695625471804277	61	A-1249	1970	-51	Tajikistan	Sughd Province	38.62817329999999	70.8156541	39.354860200000005	68.8268012	Hissarica	0.PE	0.PE4h	SAMN05149969	KEEP: Assembly Modern Eroshenko 2017 Keller 2019	0	2.0865592207258555e-08	2.2449864230840992	4.298843181571199e-07	1969-10-30	1969.830134046178	[1970.0, 1970.0]	[51.0, 51.0]	13.5027970605463	5938.098391345324	61.0	1970.0	6.95625471804277e-05	False	0	1.0	-1.000088900581841e-12	0.PE	0.9999999999999999	-9.99866855976916e-13	0.PE4h	1.0	-1.000088900581841e-12	Tajikistan	1.0	-1.000088900581841e-12	38.62817329999999	70.8156541	Sughd Province	1.0	-1.000088900581841e-12	39.35486020000001	68.8268012	POINT (68.82680120000001 39.35486020000001)
NODE72	100.0	97.8	1.11827e-05	red	0.0010609320294029602	63.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1774105441868482e-08	1.2668083703735067	9.899183450832643e-06	1363-09-04	1363.6742743046316	[1302.4993907412036, 1497.2163696199173]	[718.5006092587964, 523.7836303800827]	859.9156728878531	5331.942531603778	63.5	1363.6742743046316	6.093202940295995e-05	False	0	0.9999999999999957	-8.772885330003825e-13	0.PE	0.9999999999999871	-6.31992173034061e-13	0.PE4t	0.9999999986649765	2.9757076695471358e-08	Kyrgyzstan	0.9999909181354762	0.00012277650737837548	41.5089324	74.724091	Talas Region	0.9999955012170156	6.787087971566518e-05	42.4451869	72.14310491939636	POINT (72.14310491939636 42.4451869)
GCA_001601735.1_ASM160173v1_genomic	NA	NA	1.16332e-05	grey	0.0010714921248780906	62	A-1815	1980	-41	Kyrgyzstan	Talas Region	41.5089324	74.724091	42.4451869	72.14310491939636	Talassica	0.PE	0.PE4t	SAMN04337145	KEEP: Assembly Modern Eroshenko 2017 Keller 2019	0	1.5978488830842772e-08	1.719169536638613	1.0560095475130364e-05	1979-11-12	1979.8633296414905	[1980.0, 1980.0]	[41.0, 41.0]	616.1890553368589	5948.131586940637	62.0	1980.0	7.149212487809032e-05	False	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE4t	1.0	-1.000088900581841e-12	Kyrgyzstan	1.0	-1.000088900581841e-12	41.5089324	74.724091	Talas Region	1.0	-1.000088900581841e-12	42.4451869	72.14310491939636	POINT (72.14310491939636 42.4451869)
GCA_001294975.1_ASM129497v1_genomic	NA	NA	9.384e-07	grey	0.001061791686604853	63	A-1804	1980	-41	Kyrgyzstan	Talas Region	41.5089324	74.724091	42.4451869	72.14310491939636	Talassica	0.PE	0.PE4t	SAMN03861481	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	1.309016222279433e-09	0.14084065371467697	8.596572018927545e-07	1979-11-12	1979.8633296414905	[1980.0, 1980.0]	[41.0, 41.0]	616.1890553368589	5948.131586940637	63.0	1980.0	6.17916866048527e-05	False	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE4t	1.0	-1.000088900581841e-12	Kyrgyzstan	1.0	-1.000088900581841e-12	41.5089324	74.724091	Talas Region	1.0	-1.000088900581841e-12	42.4451869	72.14310491939636	POINT (72.14310491939636 42.4451869)
GCA_001295145.1_ASM129514v1_genomic	NA	NA	2.346e-07	grey	0.0010611469178396294	64	A-1807	1980	-41	Kyrgyzstan	Talas Region	41.5089324	74.724091	42.4451869	72.14310491939636	Talassica	0.PE	0.PE4t	SAMN03839879	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	9.294306634867748e-10	0.1	2.1488843666923939e-07	1979-11-12	1979.8633296414905	[1980.0, 1980.0]	[41.0, 41.0]	616.1890553368589	5948.131586940637	64.0	1980.0	6.11469178396292e-05	False	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE4t	1.0	-1.000088900581841e-12	Kyrgyzstan	1.0	-1.000088900581841e-12	41.5089324	74.724091	Talas Region	1.0	-1.000088900581841e-12	42.4451869	72.14310491939636	POINT (72.14310491939636 42.4451869)
GCA_001972505.1_ASM197250v1_genomic	NA	NA	2.15827e-05	grey	0.0010805492943517401	65	SCPM-O-B-4664	1980	-41	NA	NA	NA	NA	NA	NA	Talassica	0.PE	0.PE4t	SAMN05521425	KEEP: Assembly Modern No Location	0	2.9529757444627856e-08	3.1771877779291757	1.961726494877999e-05	1979-11-12	1979.8633296414905	[1980.0, 1980.0]	[41.0, 41.0]	616.1890553368589	5948.131586940637	65.0	1980.0	8.054929435173994e-05	False	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE4t	1.0	-1.000088900581841e-12	Kyrgyzstan	0.9065557144334547	0.6446094876180911	41.5089324	74.724091	Talas Region	0.8183516895466679	1.3291905565330144	42.4451869	72.14310491939636	POINT (74.724091 41.5089324)
NODE75	100.0	96.2	7.0738e-06	red	0.0010553359163328916	73.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.710666123280908e-09	0.7220190151792207	6.452532978944036e-06	1330-11-23	1330.894213341531	[1228.3386207609492, 1391.843324646418]	[792.6613792390508, 629.1566753535819]	981.3457620210086	5299.1624706406765	73.0	1330.894213341531	5.533591633289139e-05	False	0	0.9999999959907765	8.700687132106011e-08	0.PE	0.9999999897031807	2.2166262535854262e-07	0.PE4a	0.9993395866783116	0.0066217456530969524	Russia	0.9947613214965367	0.03426556918950768	64.6863136	97.7453061	Altai Republic	0.9981544583870824	0.017347808898268965	50.7114101	86.8572186	POINT (86.8572186 50.7114101)
NODE76	100.0	79.7	1.1768e-06	black	0.0010564105112019486	68.625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.250201853204991e-09	0.6724763985897833	1.0745948690569106e-06	1479-05-04	1479.339428094751	[1435.824613131785, 1661.854893803658]	[585.1753868682149, 359.1451061963421]	148.44521475321994	5447.607685393897	68.625	1479.339428094751	5.64105112019483e-05	False	0	0.9999999959949216	8.69210865833187e-08	0.PE	0.9999999897145216	2.2143116289577644e-07	0.PE4a	0.9999991532971738	1.4292356269703097e-05	Russia	0.9999449135726615	0.0006180849649684335	64.6863136	97.7453061	Altai Republic	0.9999936542449889	0.00010110631930120332	50.7114101	86.8572186	POINT (86.8572186 50.7114101)
NODE77	93.0	74.2	4.702e-07	black	0.0010568403046959786	67.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4201980583684892e-09	0.2603957619914406	4.297934940298697e-07	1666-09-11	1666.694594468554	[1570.243635073802, 1684.5729203016633]	[450.7563649261981, 336.4270796983367]	187.35516637380306	5634.962851767699	67.0	1666.694594468554	5.684030469597817e-05	False	0	0.9999999999958619	1.1445689232492448e-10	0.PE	0.9999999999887278	3.1040970751126403e-10	0.PE4a	0.9999999999595743	1.1239844193247147e-09	Russia	0.9999999572371958	8.126662711286707e-07	64.6863136	97.7453061	Altai Republic	0.9999999978630192	5.464316644971253e-08	50.7114101	86.8572186	POINT (86.8572186 50.7114101)
GCA_002188685.1_ASM218868v1_genomic	NA	NA	9.6916e-06	grey	0.001065662338362975	66	I-3516	2007	-14	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521431	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0	2.392552168036814e-08	2.574212646547634	8.822033666996299e-06	2006-12-14	2006.9529577488345	[2007.0, 2007.0]	[14.0, 14.0]	340.2583632802805	5975.22121504798	66.0	2007.0	6.566233836297446e-05	False	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE4a	1.0	-1.000088900581841e-12	Russia	0.9999999999999999	-9.99866855976916e-13	64.6863136	97.7453061	Altai Republic	0.9999999999999999	-9.99866855976916e-13	50.7114101	86.8572186	POINT (86.8572186 50.7114101)
GCA_003085955.1_ASM308595v1_genomic	NA	NA	1.4076e-06	grey	0.0010581309411009634	67	1313	2014	-7	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05150105	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	3.4855102014091075e-09	0.37501562390175047	1.2906364049849398e-06	2013-12-23	2013.9761946655533	[2014.0, 2014.0]	[7.0, 7.0]	347.2816001969993	5982.244451964699	67.0	2014.0	5.813094110096311e-05	False	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE4a	1.0	-1.000088900581841e-12	Russia	0.9999999999999999	-9.99866855976916e-13	64.6863136	97.7453061	Altai Republic	0.9999999999999999	-9.99866855976916e-13	50.7114101	86.8572186	POINT (86.8572186 50.7114101)
GCA_003086035.1_ASM308603v1_genomic	NA	NA	9.384e-07	grey	0.0010576999437859234	68	2751-55	2012	-9	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05017606	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	2.337163366873243e-09	0.2514618312790903	8.596390899448084e-07	2011-12-20	2011.9695555464907	[2012.0, 2012.0]	[9.0, 9.0]	345.2749610779367	5980.237812845636	68.0	2012.0	5.769994378592298e-05	False	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE4a	1.0	-1.000088900581841e-12	Russia	0.9999999999999999	-9.99866855976916e-13	64.6863136	97.7453061	Altai Republic	0.9999999999999999	-9.99866855976916e-13	50.7114101	86.8572186	POINT (86.8572186 50.7114101)
NODE79	92.0	34.5	2.215e-07	black	0.0010566254010564672	70.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2013012999154887e-08	1.2925130911958367	2.1488985451855702e-07	1493-08-17	1493.625114503319	[1406.702271144458, 1716.5135956446743]	[614.2977288555419, 304.4864043553257]	14.285686408568154	5461.893371802465	70.25	1493.625114503319	5.662540105646686e-05	False	0	0.9999999999958576	1.1457440913268174e-10	0.PE	0.9999999999887148	3.107580064243917e-10	0.PE4a	0.9999999999595307	1.1251723636604592e-09	Russia	0.9999999567653648	8.210684647227474e-07	64.6863136	97.7453061	Altai Republic	0.9999989894799525	1.9693642293296002e-05	50.7114101	86.8572186	POINT (86.8572186 50.7114101)
GCA_001294965.1_ASM129496v1_genomic	NA	NA	4.692e-07	grey	0.0010570552119302185	69	I-3455	2002	-19	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN03839881	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	9.294306634867748e-10	0.1	4.298108737513248e-07	2001-12-08	2001.9363599511782	[2002.0, 2002.0]	[19.0, 19.0]	508.31124544785916	5970.204617250323	69.0	2002.0	5.705521193021818e-05	False	0	1.0	-1.000088900581841e-12	0.PE	0.9999999999999999	-9.99866855976916e-13	0.PE4a	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Altai Republic	0.9999999999999999	-9.99866855976916e-13	50.7114101	86.8572186	POINT (86.8572186 50.7114101)
GCA_015336865.1_ASM1533686v1_genomic	NA	NA	2.35e-08	grey	0.0010566254010564672	70	M-1974	2012	-9	Russia	NA	64.6863136	97.7453061	NA	NA	Altaica	0.PE	0.PE4a	SAMN16619719	KEEP: Assembly Modern No Province	0	9.294306634867748e-10	0.1	2.7728839157887343e-22	2011-12-20	2011.9695555464907	[2012.0, 2012.0]	[9.0, 9.0]	518.3444410431716	5980.237812845637	70.0	2012.0	5.662540105646686e-05	False	0	1.0	-1.000088900581841e-12	0.PE	0.9999999999999999	-9.99866855976916e-13	0.PE4a	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Altai Republic	0.8162554297829981	1.3421316557309417	50.7114101	86.8572186	POINT (86.8572186 50.7114101)
NODE81	92.0	97.2	8.869e-07	black	0.0010574850313133926	71.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3846498702580753e-08	2.5657103471409273	8.596302569253912e-07	1527-01-30	1527.0812531506735	[1355.0086340758853, 1751.7115187771913]	[665.9913659241147, 269.28848122280874]	33.456138647354464	5495.349510449819	71.5	1527.0812531506735	5.748503131339225e-05	False	0	0.9999999959990749	8.683512861274046e-08	0.PE	0.9999999897258851	2.2119922158957975e-07	0.PE4a	0.9999999619972665	8.226353215561076e-07	Russia	0.999996114985787	5.881171413394829e-05	64.6863136	97.7453061	Altai Republic	0.9999990073660602	1.9369668723423475e-05	50.7114101	86.8572186	POINT (86.8572186 50.7114101)
GCA_002188725.1_ASM218872v1_genomic	NA	NA	1.25879e-05	grey	0.001068896579815514	71	I-3518	2007	-14	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521433	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0	2.27613288518612e-08	2.4489539398745133	1.141154850212125e-05	2006-12-14	2006.9529577488345	[2007.0, 2007.0]	[14.0, 14.0]	479.87170459816093	5975.22121504798	71.0	2007.0	6.88965798155135e-05	False	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE4a	1.0	-1.000088900581841e-12	Russia	0.9999999999999999	-9.99866855976916e-13	64.6863136	97.7453061	Altai Republic	1.0	-1.000088900581841e-12	50.7114101	86.8572186	POINT (86.8572186 50.7114101)
GCA_002188765.1_ASM218876v1_genomic	NA	NA	1.49511e-05	grey	0.0010710550068121045	72	I-3517	2007	-14	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521432	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0	2.7008309749529326e-08	2.9058982891964416	1.3569975498712002e-05	2006-12-14	2006.9529577488345	[2007.0, 2007.0]	[14.0, 14.0]	479.87170459816093	5975.22121504798	72.0	2007.0	7.105500681210426e-05	False	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE4a	1.0	-1.000088900581841e-12	Russia	0.9999999999999999	-9.99866855976916e-13	64.6863136	97.7453061	Altai Republic	1.0	-1.000088900581841e-12	50.7114101	86.8572186	POINT (86.8572186 50.7114101)
NODE82	100.0	85.0	2.5806e-06	black	0.001057700852597822	77.375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5198569764079587e-08	1.6352559003230962	2.364936264930371e-06	1483-11-10	1483.857656655635	[1465.1666104813594, 1551.7782432262968]	[555.8333895186406, 469.2217567737032]	152.9634433141041	5452.12591395478	77.375	1483.857656655635	5.7700852597821763e-05	False	0	1.0	-1.0000889004487007e-12	0.PE	1.0	-1.0000888999363582e-12	0.PE4a	1.0	-1.00008884292526e-12	Russia	0.9999999998858295	2.7594345312887168e-09	64.6863136	97.7453061	Altai Republic	0.9999999999997912	4.977474056629664e-12	50.7114101	86.8572186	POINT (86.8572186 50.7114101)
NODE83	41.0	58.3	9.384e-07	black	0.00105856049929401	77.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.989430840986859e-08	2.140483329357217	8.596466961881011e-07	1522-10-08	1522.7690143466834	[1473.026379411905, 1563.0363924761386]	[547.973620588095, 457.96360752386136]	38.91135769104835	5491.037271645829	77.5	1522.7690143466834	5.8560499294009866e-05	False	0	0.9999999959990755	8.683511640189492e-08	0.PE	0.999999989725891	2.211991074609594e-07	0.PE4a	0.9999999619972731	8.226351842562469e-07	Russia	0.9994341925583049	0.006348583261961303	64.6863136	97.7453061	Altai Republic	0.9995292607131433	0.0062908510690436546	50.7114101	86.8572186	POINT (86.8572186 50.7114101)
GCA_001972475.1_ASM197247v1_genomic	NA	NA	1.11327e-05	grey	0.001068679002673329	77	I-3447	2001	-20	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521429	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0	1.942517582364853e-08	2.0900080648054646	1.0118503379318897e-05	2000-12-07	2000.933040391647	[2001.0, 2001.0]	[20.0, 20.0]	478.1640260449635	5969.201297690792	77.0	2001.0	6.867900267332876e-05	False	0	0.9999999999999999	-9.99866855976916e-13	0.PE	1.0	-1.000088900581841e-12	0.PE4a	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Altai Republic	1.0	-1.000088900581841e-12	50.7114101	86.8572186	POINT (86.8572186 50.7114101)
GCA_002188755.1_ASM218875v1_genomic	NA	NA	7.5581e-06	grey	0.001065444072402995	78	SCPM-O-DNA-10	1977	-44	NA	NA	NA	NA	NA	NA	Altaica	0.PE	0.PE4a	SAMN05521435	KEEP: Assembly Modern No Location	0	1.3892564606291795e-08	1.4947392153142016	6.883573108985016e-06	1976-11-08	1976.8533709628969	[1977.0, 1977.0]	[44.0, 44.0]	454.0843566162134	5945.121628262043	78.0	1977.0	6.544407240299489e-05	False	0	0.9999999999999999	-9.99866855976916e-13	0.PE	1.0	-1.000088900581841e-12	0.PE4a	1.0	-1.000088900581841e-12	Russia	0.8733048291003527	0.8215323570267168	64.6863136	97.7453061	Altai Republic	0.815872816732484	1.344502136836431	50.7114101	86.8572186	POINT (97.74530609999999 64.68631360000001)
GCA_000182545.1_ASM18254v1_genomic	NA	NA	2.346e-07	grey	0.0010579157303018639	73	Pestoides A	[1950:1984]	[-71:-37]	NA	NA	NA	NA	NA	NA	Altaica	0.PE	0.PE4a	SAMN02403944	KEEP: Assembly Modern No Location Cui 2013 Keller 2019	0	9.294306634867748e-10	0.1	2.1487770404183402e-07	1949-10-06	1949.7638504483016	[1950.0, 1984.0]	[71.0, 37.0]	465.9061937926665	5918.032107747446	73.0	1967.0	5.7915730301863597e-05	False	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE4a	1.0	-1.000088900581841e-12	Russia	0.8737958367680827	0.8190829312240542	64.6863136	97.7453061	Altai Republic	0.8162562527871443	1.342126559960819	50.7114101	86.8572186	POINT (97.74530609999999 64.68631360000001)
GCA_000834925.1_ASM83492v1_genomic	NA	NA	2.346e-07	grey	0.0010579157379727558	74	Pestoides B	[1950:1984]	[-71:-37]	NA	NA	NA	NA	NA	NA	Altaica	0.PE	0.PE4a	SAMN03218157	KEEP: Assembly Modern No Location	0	9.294306634867748e-10	0.1	2.1488537493381382e-07	1949-10-06	1949.7638504483016	[1950.0, 1984.0]	[71.0, 37.0]	465.9061937926665	5918.032107747446	74.0	1967.0	5.7915737972755574e-05	False	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE4a	1.0	-1.000088900581841e-12	Russia	0.8737958367680827	0.8190829312240542	64.6863136	97.7453061	Altai Republic	0.8162562527871443	1.342126559960819	50.7114101	86.8572186	POINT (97.74530609999999 64.68631360000001)
GCA_001295115.1_ASM129511v1_genomic	NA	NA	2.346e-07	grey	0.0010579157409018579	75	A-513	1961	-60	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN03861486	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	9.294306634867748e-10	0.1	2.148883040358757e-07	1960-10-19	1960.8002580103966	[1961.0, 1961.0]	[60.0, 60.0]	476.94260135476156	5929.068515309542	75.0	1961.0	5.791574090185764e-05	False	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE4a	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Altai Republic	1.0	-1.000088900581841e-12	50.7114101	86.8572186	POINT (86.8572186 50.7114101)
GCA_003085895.1_ASM308589v1_genomic	NA	NA	2.104e-07	grey	0.0010579157432766093	76	I-2998	1982	-39	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05150068	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	9.294306634867748e-10	0.1	2.1489067878725782e-07	1981-11-14	1981.869968760553	[1982.0, 1982.0]	[39.0, 39.0]	498.012312104918	5950.138226059698	76.0	1982.0	5.791574327660902e-05	False	0	1.0	-1.000088900581841e-12	0.PE	1.0	-1.000088900581841e-12	0.PE4a	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Altai Republic	1.0	-1.000088900581841e-12	50.7114101	86.8572186	POINT (86.8572186 50.7114101)
NODE89	42.0	41.5	9.086e-07	black	0.0010585604963744125	79.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3846559247429792e-08	2.5657168613276675	8.596437765905213e-07	1516-06-07	1516.4304887227536	[1472.4427305931688, 1561.0798985785163]	[548.5572694068312, 459.92010142148365]	32.5728320671185	5484.698746021899	79.5	1516.4304887227536	5.8560496374412285e-05	False	0	0.9999999959990755	8.683511640189492e-08	0.PE	0.999999989725891	2.211991074609594e-07	0.PE4a	0.9999999619972731	8.226351842562469e-07	Russia	0.9999961154563548	5.880538151686558e-05	64.6863136	97.7453061	Altai Republic	0.9999990099664972	1.9321568327036603e-05	50.7114101	86.8572186	POINT (86.8572186 50.7114101)
GCA_002173795.1_ASM217379v1_genomic	NA	NA	1.06793e-05	grey	0.001068245237192886	79	I-3515	2007	-14	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521430	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0	1.808780862307085e-08	1.9461170514015678	9.684740818473383e-06	2006-12-14	2006.9529577488345	[2007.0, 2007.0]	[14.0, 14.0]	490.5224690260809	5975.22121504798	79.0	2007.0	6.824523719288567e-05	False	0	0.9999999999999999	-9.99866855976916e-13	0.PE	1.0	-1.000088900581841e-12	0.PE4a	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Altai Republic	1.0	-1.000088900581841e-12	50.7114101	86.8572186	POINT (86.8572186 50.7114101)
GCA_002173805.1_ASM217380v1_genomic	NA	NA	1.63861e-05	grey	0.0010734364748756218	80	I-3446	2001	-20	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521428	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0	2.7965707531776965e-08	3.0089073483828415	1.4875978501209172e-05	2000-12-07	2000.933040391647	[2001.0, 2001.0]	[20.0, 20.0]	484.5025516688934	5969.201297690792	80.0	2001.0	7.343647487562146e-05	False	0	0.9999999999999999	-9.99866855976916e-13	0.PE	1.0	-1.000088900581841e-12	0.PE4a	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Altai Republic	1.0	-1.000088900581841e-12	50.7114101	86.8572186	POINT (86.8572186 50.7114101)
