Name	UFboot	sCF	Branch_Length	Branch_Support_Color	coord_x	coord_y	Strain	Date	DateBP	Country	Province	CountryLat	CountryLon	ProvinceLat	ProvinceLon	Biovar	Branch_Major	Branch_Minor	BioSample	BioSampleComment	Branch_Number	timetree_rate	timetree_rate_fold_change	timetree_mutation_length	timetree_raw_date	timetree_num_date	timetree_num_date_confidence	timetree_clock_length	timetree_coord_x	timetree_coord_y	timetree_reg_x	timetree_reg_y	timetree_reg_bad
GCA_003085955.1_ASM308595v1_genomic	NA	NA	1.4076e-06	grey	6.426569999999999e-05	77.0	1313	2014	-7	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05150105	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0.0	3.1453790820714495e-09	0.32377159549379625	1.2899742380073631e-06	2014-01-01	2014.0	[2014.0, 2014.0]	475.98311057438855	6123.765004473408	54.0	2014.0	5.7642687430471835e-05	False
GCA_003086035.1_ASM308603v1_genomic	NA	NA	9.384e-07	grey	6.379649999999999e-05	78.0	2751-55	2012	-9	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05017606	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0.0	2.179900033093391e-09	0.2243893957820865	8.595937418536596e-07	2012-01-01	2012.0	[2012.0, 2012.0]	473.98311057438855	6121.765004473408	55.0	2012.0	5.7212306934318125e-05	False
GCA_001294965.1_ASM129496v1_genomic	NA	NA	4.692e-07	grey	6.30405e-05	79.0	I-3455	2002	-19	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN03839881	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0.0	9.714808605351293e-10	0.1	4.2978430483634146e-07	2002-01-01	2002.0	[2002.0, 2002.0]	715.802999829174	6111.765004473408	56.0	2002.0	5.656760599274909e-05	False
GCA_002188725.1_ASM218872v1_genomic	NA	NA	1.25879e-05	grey	7.60226e-05	81.0	I-3518	2007	-14	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521433	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0.0	1.530886496644904e-08	1.5758277479616352	1.1399894416784934e-05	2007-01-01	2007.0	[2007.0, 2007.0]	664.0931035353938	6116.765004473407	57.0	2007.0	6.839731144612842e-05	False
GCA_002188765.1_ASM218876v1_genomic	NA	NA	1.4951099999999996e-05	grey	7.838579999999999e-05	82.0	I-3517	2007	-14	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521432	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0.0	1.7461147300945893e-08	1.7973742983806822	1.355323433196937e-05	2007-01-01	2007.0	[2007.0, 2007.0]	664.0931035353938	6116.765004473407	58.0	2007.0	7.055065136131286e-05	False
GCA_001972475.1_ASM197247v1_genomic	NA	NA	1.11327e-05	grey	7.580119999999997e-05	83.0	I-3447	2001	-20	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521429	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0.0	1.3958109239770942e-08	1.4367868484904864	1.0108731612379645e-05	2001-01-01	2001.0	[2001.0, 2001.0]	654.2115595130117	6110.765004473408	60.0	2001.0	6.81810729533044e-05	False
GCA_002188755.1_ASM218875v1_genomic	NA	NA	7.5581e-06	grey	7.222659999999997e-05	84.0	SCPM-O-DNA-10	1977	-44	NA	NA	NA	NA	NA	NA	Altaica	0.PE	0.PE4a	SAMN05521435	KEEP: Assembly Modern No Location	0.0	1.048515258060172e-08	1.0792958468400593	6.879757355242119e-06	1977-01-01	1977.0	[1977.0, 1977.0]	630.2115595130117	6086.765004473408	61.0	1977.0	6.495209869616686e-05	False
GCA_000182545.1_ASM18254v1_genomic	NA	NA	2.346e-07	grey	6.403519999999999e-05	85.0	Pestoides A	[1950:1984]	[-71:-37]	NA	NA	NA	NA	NA	NA	Altaica	0.PE	0.PE4a	SAMN02403944	KEEP: Assembly Modern No Location Cui 2013 Keller 2019	0.0	9.714808605351293e-10	0.1	2.148880070460652e-07	1950-01-01	1950.0001029356358	[1950.0, 1982.1609304216697]	673.0707835587673	6059.765107409044	59.0	1967.0	5.7427642779728984e-05	False
GCA_002173795.1_ASM217379v1_genomic	NA	NA	1.06793e-05	grey	7.539139999999997e-05	89.0	I-3515	2007	-14	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521430	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0.0	1.3214733032018868e-08	1.36026694594268	9.677004253649837e-06	2007-01-01	2007.0	[2007.0, 2007.0]	668.8622202917213	6116.765004473407	62.0	2007.0	6.774935525946172e-05	False
GCA_002173805.1_ASM217380v1_genomic	NA	NA	1.63861e-05	grey	8.109819999999998e-05	90.0	I-3446	2001	-20	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521428	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0.0	1.850995807217321e-08	1.9053343019004214	1.485092052671464e-05	2001-01-01	2001.0	[2001.0, 2001.0]	662.8622202917213	6110.765004473407	63.0	2001.0	7.292327153252652e-05	False
GCA_002188775.1_ASM218877v1_genomic	NA	NA	8.1757e-06	grey	7.253399999999998e-05	91.0	I-3519	2007	-14	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521434	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0.0	1.0470140084458491e-08	1.077750526005333	7.525048689102734e-06	2007-01-01	2007.0	[2007.0, 2007.0]	688.3780755519035	6116.765004473408	64.0	2007.0	6.516757476272691e-05	False
GCA_001972515.1_ASM197251v1_genomic	NA	NA	8.5e-06	grey	7.450049999999998e-05	92.0	I-3443	2001	-20	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521427	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0.0	1.2289893044862741e-08	1.265067953895972	7.741482220279027e-06	2001-01-01	2001.0	[2001.0, 2001.0]	580.3309836896135	6110.765004473407	65.0	2001.0	6.68883593249395e-05	False
GCA_002173815.1_ASM217381v1_genomic	NA	NA	1.01922e-05	grey	7.619269999999997e-05	93.0	I-3442	2001	-20	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521426	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0.0	1.4130652782008262e-08	1.4545477277055723	9.247914708296824e-06	2001-01-01	2001.0	[2001.0, 2001.0]	580.3309836896135	6110.765004473407	66.0	2001.0	6.839479181295729e-05	False
GCA_006546725.1_ASM654672v1_genomic	NA	NA	2.35e-08	grey	6.66965e-05	94.0	I-3196	1986	-35	Mongolia	Govi-Altai	46.825038799999994	103.8499736	45.3463139	95.9325806	Ulegeica	0.PE	0.PE5	SAMN12138635	KEEP: Assembly Modern	0.0	9.714808605351293e-10	0.1	3.3419676512253684e-20	1986-01-01	1986.0	[1986.0, 1986.0]	312.37616971426405	6095.765004473409	67.0	1986.0	6.003222062121026e-05	False
GCA_000950945.1_ASM95094v1_genomic	NA	NA	3.3081e-06	grey	7.232709999999998e-05	97.0	I-3189	1986	-35	Mongolia	Omnogovi	46.825038799999994	103.8499736	49.10457325	91.56421013087612	Ulegeica	0.PE	0.PE5	SAMN03256423	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0.0	1.3903650972066519e-08	1.4311811520823838	3.0093363039191203e-06	1986-01-01	1986.0	[1986.0, 1986.0]	163.76661810789165	6095.765004473409	68.0	1986.0	6.519071143199459e-05	False
GCA_002981915.1_ASM298191v1_genomic	NA	NA	2.35e-08	grey	6.904249999999999e-05	98.0	I-3190	1986	-35	Mongolia	Ömnögovi	46.825038799999994	103.8499736	43.282363000000004	104.11338640000001	Ulegeica	0.PE	0.PE5	SAMN08625966	KEEP: Assembly Modern Kislichkina 2018b Keller 2019	0.0	1.1681245842850895e-09	0.12024164672082589	3.339698691277059e-20	1986-01-01	1986.0	[1986.0, 1986.0]	163.76661810789165	6095.765004473409	69.0	1986.0	6.21813751280755e-05	False
GCA_006546665.1_ASM654666v1_genomic	NA	NA	2.346e-07	grey	6.523199999999999e-05	100.0	I-3193	1987	-34	Mongolia	Khovd	46.825038799999994	103.8499736	48.0552065	91.26731219782693	Ulegeica	0.PE	0.PE5	SAMN12138633	KEEP: Assembly Modern	0.0	7.07840370899944e-09	0.7286199858945632	1.0744860604715573e-06	1987-01-01	1987.0	[1987.0, 1987.0]	181.85976111475225	6096.76500447341	70.0	1987.0	5.8742098973957306e-05	False
GCA_006546745.1_ASM654674v1_genomic	NA	NA	9.384e-07	grey	6.617039999999999e-05	101.0	I-3269	1990	-31	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Ulegeica	0.PE	0.PE5	SAMN12138636	KEEP: Assembly Modern	0.0	9.139750596717024e-09	0.9408060382870019	8.59881942797136e-07	1990-01-01	1990.0	[1990.0, 1990.0]	97.58283331940515	6099.76500447341	71.0	1990.0	5.960204434792285e-05	False
GCA_002981925.1_ASM298192v1_genomic	NA	NA	2.35e-08	grey	6.666309999999999e-05	102.0	I-2236	1972	-49	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Ulegeica	0.PE	0.PE5	SAMN08625967	KEEP: Assembly Modern Kislichkina 2018b Keller 2019	0.0	1.1368015755899788e-08	1.1701739290713196	1.2894188380082686e-06	1972-01-01	1972.0	[1972.0, 1972.0]	79.58283331940515	6081.76500447341	72.0	1972.0	6.003158124313399e-05	False
GCA_000323665.1_ASM32366v1_genomic	NA	NA	2.346e-07	grey	5.9302299999999996e-05	106.0	945	1994	-27	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403017	KEEP: Assembly Modern Cui 2013 Keller 2019	0.0	1.396392916401746e-09	0.14373859260928298	2.148943632724213e-07	1994-01-01	1994.0	[1994.0, 1994.0]	270.07095149720567	6103.765004473409	73.0	1994.0	5.311977752172234e-05	False
GCA_000324205.1_ASM32420v1_genomic	NA	NA	2.35e-08	grey	6.35332e-05	109.0	CMCC43032	1980	-41	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403045	KEEP: Assembly Modern Cui 2013 Keller 2019	0.0	1.3014161359219116e-08	1.3396209732892126	3.869342805491466e-06	1980-01-01	1980.0	[1980.0, 1980.0]	256.07095149720567	6089.765004473409	74.0	1980.0	5.677422596394138e-05	False
GCA_000324225.1_ASM32422v1_genomic	NA	NA	2.35e-08	grey	5.368180000000001e-05	112.0	CMCC49003	1976	-45	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403046	KEEP: Assembly Modern Cui 2013 Keller 2019	0.0	9.714808605351293e-10	0.1	3.37718799079885e-20	1976-01-01	1976.0	[1976.0, 1976.0]	256.2046398920115	6085.765004473409	75.0	1976.0	4.817312923936514e-05	False
GCA_009670245.1_ASM967024v1_genomic	NA	NA	2.35e-08	grey	5.771699999999999e-05	115.0	42061	1987	-34	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722888	KEEP: Assembly Modern	0.0	8.481768858385879e-09	0.873076269738736	2.148885215656759e-07	1987-01-01	1987.0	[1987.0, 1987.0]	42.1042796606996	6096.765004473409	76.0	1987.0	5.182693665285947e-05	False
GCA_009670665.1_ASM967066v1_genomic	NA	NA	2.35e-08	grey	5.8350699999999977e-05	136.0	42032	1981	-40	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722863	KEEP: Assembly Modern	0.0	1.0670813719773888e-08	1.098406994235171	6.446792880431799e-07	1981-01-01	1981.0	[1981.0, 1981.0]	36.1042796606996	6090.765004473409	77.0	1981.0	5.2256727419336974e-05	False
GCA_009669605.1_ASM966960v1_genomic	NA	NA	2.346e-07	grey	5.832719999999997e-05	162.0	42117	2005	-16	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722922	KEEP: Assembly Modern	0.0	9.983818328840294e-09	1.027690686910787	6.446856124029047e-07	2005-01-01	2005.0	[2005.0, 2005.0]	60.1042796606996	6114.765004473409	78.0	2005.0	5.22567337436967e-05	False
SAMEA1061800	NA	NA	1.0021e-06	grey	5.08564e-05	192.0	DA101	[214:261]	[-1807:-1760]	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT4	SAMEA1061800	KEEP: SRA Ancient	0.0	9.131651711249185e-09	0.9399723743624879	8.597793027983139e-07	0218-09-29	218.74497536991475	[214.0, 245.76548714864043]	91.70031831016604	4328.509979843324	79.0	237.5	4.5593611842545265e-05	False
SAMEA5661365	NA	NA	2.35e-08	grey	6.0215299999999986e-05	193.0	EDI004	[500:650]	[-1521:-1371]	England	East of England	52.5310214	-1.2649062	52.2199774	0.4875777469166293	Antiqua	0.ANT	0.ANT4	SAMEA5661365	KEEP: SRA Ancient	0.0	9.714808605351293e-09	1.0	3.386187127053185e-20	0560-01-20	560.0535838346932	[500.0, 650.0]	0.0	4669.818588308102	80.0	575.0	5.376488581296109e-05	False
SAMEA5661385	NA	NA	2.346e-07	grey	6.15933e-05	197.0	PET004	[434:600]	[-1587:-1421]	Germany	Bavaria	51.0834196	10.4234469	48.9467562	11.4038717	Antiqua	0.ANT	0.ANT4	SAMEA5661385	KEEP: SRA Ancient	0.0	9.945355822327797e-09	1.023731524350311	2.1491014208444119e-07	0600-01-01	600.0001029356356	[542.4190827301004, 600.0]	10.865885116327945	4709.765107409045	81.0	517.0	5.440957333559608e-05	False
SAMEA5661367	NA	NA	2.346e-07	grey	6.56357e-05	198.0	LSD001	[650:880]	[-1371:-1141]	France	Centre-Loire Valley	46.603353999999996	1.8883334999999999	47.5490251	1.7324061999999998	Antiqua	0.ANT	0.ANT4	SAMEA5661367	KEEP: SRA Ancient	0.0	1.2413974765159649e-08	1.2778403846599253	4.084065364652332e-06	0880-01-01	880.0001029356356	[783.4446507140794, 880.0]	290.86588511632795	4989.765107409045	82.0	765.0	5.827872855816397e-05	False
GCA_000169675.1_ASM16967v1_genomic	NA	NA	2.35e-08	grey	5.8157399999999986e-05	204.0	B42003004	2003	-18	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT2	SAMN02404401	KEEP: Assembly Modern Morelli 2010 Cui 2013 Keller 2019	0.0	2.549433826356463e-09	0.26242759172343716	3.223956335031457e-06	2003-01-01	2003.0	[2003.0, 2003.0]	1407.55153884367	6112.765004473408	83.0	2003.0	5.2257332075609244e-05	False
GCA_002412245.1_Y.pestis_A-1691_genomic	NA	NA	3.7836e-06	grey	6.59332e-05	206.0	A-1691	1971	-50	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT5	SAMN05150065	KEEP: Assembly Modern Eroshenko 2017 Keller 2019	0.0	1.039628048468158e-08	1.0701477411459148	3.439300867597567e-06	1971-01-01	1971.0	[1971.0, 1971.0]	318.4343119832081	6080.765004473409	84.0	1971.0	5.935180245462824e-05	False
GCA_003074595.1_ASM307459v1_genomic	NA	NA	2.35e-08	grey	6.217310000000001e-05	207.0	262	1967	-54	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT5	SAMN08866640	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0.0	9.714808605351293e-10	0.1	3.3513187120259687e-20	1967-01-01	1967.0	[1967.0, 1967.0]	314.4343119832081	6076.765004473409	85.0	1967.0	5.591250158703071e-05	False
GCA_002412255.1_Y.pestis_A-1836_genomic	NA	NA	2.72266e-05	grey	8.937619999999999e-05	208.0	A-1836	1983	-38	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT5	SAMN05162891	KEEP: Assembly Modern Eroshenko 2017 Keller 2019	0.0	2.360184737497289e-08	2.429471164462476	2.4563917888583573e-05	1983-01-01	1983.0	[1983.0, 1983.0]	894.5800370100901	6092.765004473409	86.0	1983.0	8.04764009720085e-05	False
GCA_015274715.1_ASM1527471v1_genomic	NA	NA	2.346e-07	grey	6.334609999999999e-05	210.0	KM2080	2019	-2	Kyrgyzstan	NA	41.5089324	74.724091	NA	NA	Antiqua	0.ANT	0.ANT5	SAMN14090740	KEEP: Assembly Modern No Province	0.0	1.3787882414804086e-09	0.14192644420404935	1.074505357949851e-06	2019-01-01	2019.0	[2019.0, 2019.0]	930.5800370100901	6128.765004473409	87.0	2019.0	5.698698844137478e-05	False
GCA_000323385.1_ASM32338v1_genomic	NA	NA	4.692e-07	grey	6.0690999999999985e-05	213.0	42082	1995	-26	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT3	SAMN02403003	KEEP: Assembly Modern Cui 2013 Keller 2019	0.0	7.890049346642777e-09	0.8121672456106477	6.447096818602619e-07	1995-01-01	1995.0	[1995.0, 1995.0]	102.900449366173	6104.765004473409	89.0	1995.0	5.462127919361046e-05	False
GCA_001188675.1_ASM118867v1_genomic	NA	NA	2.346e-07	grey	6.0690999999999985e-05	215.0	790	[1961:1976]	[-60:-45]	Kyrgyzstan	NA	41.5089324	74.724091	NA	NA	Antiqua	0.ANT	0.ANT3	SAMN02769799	KEEP: Assembly Modern Zgenti 2015 Keller 2019	0.0	8.319790240446115e-09	0.85640289772289	2.1488561874657542e-07	1961-01-01	1961.0001029356358	[1961.0, 1963.225759963532]	46.037795484297476	6070.7651074090445	90.0	1968.5	5.46212247794372e-05	False
GCA_002412225.1_Y.pestis_A-1486_genomic	NA	NA	1.4076e-06	grey	6.186399999999999e-05	216.0	A-1486	1966	-55	Kyrgyzstan	Osh Region	41.5089324	74.724091	40.1537925	73.35273504013053	Antiqua	0.ANT	0.ANT3	SAMN05149973	KEEP: Assembly Modern Eroshenko 2017 Keller 2019	0.0	1.1758394348267575e-08	1.210357797660635	1.289528099009596e-06	1966-01-01	1966.0	[1966.0, 1966.0]	51.03769254866165	6075.765004473409	91.0	1966.0	5.569586725970023e-05	False
GCA_000324165.1_ASM32416v1_genomic	NA	NA	2.346e-07	grey	5.9776099999999985e-05	218.0	CMCC38001	1979	-42	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT3	SAMN02403043	KEEP: Assembly Modern Cui 2013 Keller 2019	0.0	5.20270983963067e-09	0.5355442449751214	4.297766286956856e-07	1979-01-01	1979.0	[1979.0, 1979.0]	132.84289561415017	6088.765004473409	88.0	1979.0	5.3761670125787715e-05	False
GCA_000323505.1_ASM32350v1_genomic	NA	NA	2.35e-08	grey	5.9541499999999985e-05	221.0	7	2004	-17	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	3.ANT	3.ANT1	SAMN02403009	KEEP: Assembly Modern Cui 2013 Keller 2019	3.0	9.714808605351293e-10	0.1	3.3434468439502684e-20	2004-01-01	2004.0	[2004.0, 2004.0]	284.4255742545283	6113.765004473408	92.0	2004.0	5.354649809847539e-05	False
GCA_000323765.1_ASM32376v1_genomic	NA	NA	2.346e-07	grey	6.256779999999999e-05	224.0	C1976001	1976	-45	China	Gansu	35.000074	104.999927	38.0000001	101.9999999	Antiqua	3.ANT	3.ANT1	SAMN02403023	KEEP: Assembly Modern Cui 2013 Keller 2019	3.0	1.028406705664151e-08	1.0585969805907085	2.794050666920745e-06	1976-01-01	1976.0	[1976.0, 1976.0]	256.4255742545283	6085.765004473408	93.0	1976.0	5.63405487653961e-05	False
GCA_013391965.1_ASM1339196v1_genomic	NA	NA	2.35e-08	grey	6.33196e-05	225.0	3243	2016	-5	Mongolia	NA	46.825038799999994	103.8499736	46.825038799999994	103.8499736	Antiqua	3.ANT	3.ANT2	SAMN13880442	KEEP: Assembly Modern Ambiguous Province	3.0	9.714808605351293e-10	0.1	3.334437620691192e-20	2016-01-01	2016.0	[2016.0, 2016.0]	511.1510527172459	6125.765004473408	94.0	2016.0	5.698597240964679e-05	False
GCA_002188855.1_ASM218885v1_genomic	NA	NA	1.18223e-05	grey	7.629139999999999e-05	226.0	SCPM-O-DNA-13	1971	-50	NA	NA	NA	NA	NA	NA	Antiqua	3.ANT	3.ANT2	SAMN05521438	KEEP: Assembly Modern No Location	3.0	1.9530298494687834e-08	2.0103636919753405	1.0753619199500096e-05	1971-01-01	1971.0	[1971.0, 1971.0]	396.77212741798553	6080.765004473409	95.0	1971.0	6.881403348912762e-05	False
GCA_013391945.1_ASM1339194v1_genomic	NA	NA	2.35e-08	grey	6.449259999999999e-05	227.0	3256	2017	-4	Mongolia	NA	46.825038799999994	103.8499736	46.825038799999994	103.8499736	Antiqua	3.ANT	3.ANT2	SAMN13880443	KEEP: Assembly Modern Ambiguous Province	3.0	9.714808605351293e-10	0.1	3.3294473005222686e-20	2017-01-01	2017.0	[2017.0, 2017.0]	442.77212741798553	6126.765004473409	96.0	2017.0	5.806041428962755e-05	False
GCA_000325305.1_ASM32530v1_genomic	NA	NA	2.35e-08	grey	6.75424e-05	229.0	MGJZ9	1998	-23	Mongolia	Govi-Altai	46.825038799999994	103.8499736	45.3463139	95.9325806	Antiqua	3.ANT	3.ANT2	SAMN02403099	KEEP: Assembly Modern Cui 2013 Keller 2019	3.0	1.035770127164056e-08	1.0661765653247288	2.579075800550212e-06	1998-01-01	1998.0	[1998.0, 1998.0]	226.90309023235113	6107.765004473408	97.0	1998.0	6.085438742402051e-05	False
GCA_000325285.1_ASM32528v1_genomic	NA	NA	2.346e-07	grey	6.564209999999999e-05	232.0	MGJZ7	1997	-24	Mongolia	Dornogovi	46.825038799999994	103.8499736	44.4179637	109.77837530000001	Antiqua	3.ANT	3.ANT2	SAMN02403098	KEEP: Assembly Modern Cui 2013 Keller 2019	3.0	4.6598134923259735e-09	0.4796608643179206	8.595871532651373e-07	1997-01-01	1997.0	[1997.0, 1997.0]	225.90309023235113	6106.765004473408	98.0	1997.0	5.913489877673543e-05	False
GCA_009295945.1_ASM929594v1_genomic	NA	NA	2.35e-08	grey	6.259129999999999e-05	234.0	I-3113	1984	-37	Russia	Tuva Republic	64.6863136	97.7453061	51.401714899999995	93.8582593	Antiqua	4.ANT	4.ANT1	SAMN12991206	KEEP: Assembly Modern	4.0	5.210842539776934e-09	0.5363813896350568	2.3640975429520436e-06	1984-01-01	1984.0	[1984.0, 1984.0]	508.54044696701567	6093.765004473408	99.0	1984.0	5.634040563392799e-05	False
GCA_000325225.1_ASM32522v1_genomic	NA	NA	4.939e-07	grey	6.282710000000001e-05	235.0	MGJZ12	2002	-19	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Antiqua	4.ANT	4.ANT1	SAMN02403095	KEEP: Assembly Modern Cui 2013 Keller 2019	4.0	1.667300360607493e-09	0.1716246226085277	4.297770611344983e-07	2002-01-01	2002.0	[2002.0, 2002.0]	367.2135869889253	6111.765004473408	100.0	2002.0	5.655522896411469e-05	False
GCA_009363195.1_ASM936319v1_genomic	NA	NA	2.35e-08	grey	6.542979999999999e-05	236.0	I-2638	1977	-44	Russia	Tuva Republic	64.6863136	97.7453061	51.401714899999995	93.8582593	Antiqua	4.ANT	4.ANT1	SAMN12991207	KEEP: Assembly Modern	4.0	9.714808605351293e-10	0.1	3.326408917942293e-20	1977-01-01	1977.0	[1977.0, 1977.0]	164.1083295278902	6086.765004473408	103.0	1977.0	5.891920459904447e-05	False
GCA_003086015.1_ASM308601v1_genomic	NA	NA	4.692e-07	grey	6.589899999999999e-05	237.0	M-1944	2012	-9	Russia	Tuva Republic	64.6863136	97.7453061	51.401714899999995	93.8582593	Antiqua	4.ANT	4.ANT1	SAMN05162583	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	4.0	3.3363625459589822e-09	0.3434305997671621	4.298133241964509e-07	2012-01-01	2012.0	[2012.0, 2012.0]	199.1083295278902	6121.765004473408	104.0	2012.0	5.9349017923240885e-05	False
GCA_015337085.1_ASM1533708v1_genomic	NA	NA	2.35e-08	grey	7.200779999999999e-05	238.0	C-792	2003	-18	Russia	NA	64.6863136	97.7453061	NA	NA	Antiqua	4.ANT	4.ANT1	SAMN16619714	KEEP: Assembly Modern No Province	4.0	1.6183527032048126e-08	1.6658616437521594	5.158992786730029e-06	2003-01-01	2003.0	[2003.0, 2003.0]	190.1083295278902	6112.765004473408	105.0	2003.0	6.407819738577447e-05	False
GCA_003074235.1_ASM307423v1_genomic	NA	NA	2.1114e-06	grey	6.681909999999998e-05	241.0	I-3244	1988	-33	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Antiqua	4.ANT	4.ANT1	SAMN05225370	KEEP: Assembly Modern	4.0	1.1708387921960887e-08	1.2052103543770747	1.93422812295874e-06	1988-01-01	1988.0	[1988.0, 1988.0]	131.26636295745539	6097.765004473408	101.0	1988.0	6.0208669880666525e-05	False
GCA_015336265.1_ASM1533626v1_genomic	NA	NA	2.35e-08	grey	6.522389999999999e-05	245.0	M2029	2018	-3	Russia	NA	64.6863136	97.7453061	NA	NA	Antiqua	4.ANT	4.ANT1	SAMN16619718	KEEP: Assembly Modern No Province	4.0	4.137417374784301e-09	0.4258876878444369	4.2977880329323224e-07	2018-01-01	2018.0	[2018.0, 2018.0]	161.26636295745539	6127.765004473408	102.0	2018.0	5.8704220561001015e-05	False
GCA_000324505.1_ASM32450v1_genomic	NA	NA	2.35e-08	grey	7.085509999999998e-05	248.0	CMCC92010	1971	-50	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Antiqua	2.ANT	2.ANT3	SAMN02403060	KEEP: Assembly Modern Cui 2013 Keller 2019	2.0	9.42950661882765e-09	0.9706322586359049	2.3641157098984712e-06	1971-01-01	1971.0	[1971.0, 1971.0]	210.77928625311642	6080.765004473409	106.0	1971.0	6.38635424146082e-05	False
GCA_000324565.1_ASM32456v1_genomic	NA	NA	2.35e-08	grey	6.968209999999998e-05	250.0	CMCC96001	1957	-64	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Antiqua	2.ANT	2.ANT3	SAMN02403063	KEEP: Assembly Modern Cui 2013 Keller 2019	2.0	6.362766454275316e-09	0.654955410111781	1.2894181236211874e-06	1957-01-01	1957.0	[1957.0, 1957.0]	196.77928625311642	6066.765004473409	107.0	1957.0	6.278884482833092e-05	False
GCA_000324305.1_ASM32430v1_genomic	NA	NA	4.692e-07	grey	6.848559999999998e-05	252.0	CMCC67001	1959	-62	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.32516640000001	Antiqua	2.ANT	2.ANT3	SAMN02403050	KEEP: Assembly Modern Cui 2013 Keller 2019	2.0	9.714808605351293e-10	0.1	4.297685804560383e-07	1959-01-01	1959.0	[1959.0, 1959.0]	639.2781059892782	6068.765004473409	108.0	1959.0	6.171415413209119e-05	False
