id	Nucleotide_id	NucleotideAccession	NucleotideAccessionVersion	NucleotideBioSampleAccession	NucleotideBioProjectAccession	NucleotideFirstAccession	NucleotideLastAccession	NucleotideOrganism	NucleotideTaxonomy	NucleotideDefinition	NucleotideDivision	NucleotideJournal	NucleotideLength	NucleotideMoleculeType	NucleotideReferenceTitle	NucleotideSeqDataName	NucleotideSource	NucleotideStrandedness	NucleotideTopology	NucleotideCreateDate	NucleotideUpdateDate	NucleotideGenBankComment	NucleotideAnnotationDate	NucleotideAnnotationMethod	NucleotideAnnotationPipeline	NucleotideAnnotationProvider	NucleotideAnnotationSoftwarerevision	NucleotideAssemblyDate	NucleotideAssemblyMethod	NucleotideAssemblyName	NucleotidetCDS	NucleotidetCDSCoding	NucleotidetCRISPRArrays	NucleotidetExpectedFinalVersion	NucleotidetFeaturesAnnotated	NucleotidetGenes	NucleotidetGenesCoding	NucleotidetGenesRNA	NucleotidetGenomeCoverage	NucleotidetGenomeRepresentation	NucleotidetncRNAs	NucleotidetPseudoGenes	NucleotidetPseudoGenesAmbResidues	NucleotidetPseudoGenesFrameshifted	NucleotidetPseudoGenesIncomplete	NucleotidetPseudoGenesInternalStop	NucleotidetPseudoGenesMultipleProblems	NucleotidetrRNAs	NucleotidetrRNAsComplete	NucleotidetrRNAsPartial	NucleotideSequencingTechnology	NucleotidetRNAs	NucleotideComment
232	929153441	LIYS00000000	LIYS00000000.1	SAMN03839878	PRJNA269675	LIYS01000001	LIYS01000209	Yersinia pestis subsp. microtus bv. Hissarica	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis subsp. microtus bv. Hissarica strain SCPM-O-B-6304, whole genome shotgun sequencing project	BCT	Submitted (28-AUG-2015) Science Department, SRCAMB, Building 1, Obolensk, Moscow Region 142279, Russian Federation	209	DNA	Direct Submission	WGS	Yersinia pestis subsp. microtus bv. Hissarica	double	linear	21-SEP-2015	17-DEC-2015	The Yersinia pestis subsp. microtus bv. Hissarica whole genome shotgun (WGS) project has the project accession LIYS00000000. This version of the project (01) has the accession number LIYS01000000, and consists of sequences LIYS01000001-LIYS01000209.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: http://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Newbler v. 2,9 ; Genome Representation :: Full ; Expected Final Version :: Yes ; Genome Coverage :: 30.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 09/01/2015 12:25:28 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 2.10 ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes :: 4,169 ; CDS :: 3,847 ; Pseudo Genes :: 248 ; CRISPR Arrays :: 1 ; rRNAs :: 2, 1, 1 (5S, 16S, 23S) ; complete rRNAs :: 2, 1, 1 (5S, 16S, 23S) ; tRNAs :: 57 ; ncRNA :: 13 ; Frameshifted Genes :: 229 ; ##Genome-Annotation-Data-END##	09/01/2015 12:25:28	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	2.10	None	Newbler v. 29	None	3847	None	1	Yes	Gene	4169	None	None	30.0x	Full	None	248	None	None	None	None	None	2 1 1 (5S 16S 23S)	2 1 1 (5S 16S 23S)	None	IonTorrent	57	None
233	929143388	LIYQ00000000	LIYQ00000000.1	SAMN03839876	PRJNA269675	LIYQ01000001	LIYQ01000207	Yersinia pestis subsp. microtus bv. Caucasica	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-7761, whole genome shotgun sequencing project	BCT	Submitted (28-AUG-2015) Science Department, SRCAMB, Building 1, Obolensk, Moscow Region 142279, Russian Federation	207	DNA	Direct Submission	WGS	Yersinia pestis subsp. microtus bv. Caucasica	double	linear	21-SEP-2015	17-DEC-2015	The Yersinia pestis subsp. microtus bv. Caucasica whole genome shotgun (WGS) project has the project accession LIYQ00000000. This version of the project (01) has the accession number LIYQ01000000, and consists of sequences LIYQ01000001-LIYQ01000207.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: http://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Newbler v. 2,9 ; Genome Representation :: Full ; Expected Final Version :: Yes ; Genome Coverage :: 38.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 09/01/2015 12:17:22 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 2.10 ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes :: 4,249 ; CDS :: 4,008 ; Pseudo Genes :: 165 ; CRISPR Arrays :: 3 ; rRNAs :: 2, 1, 2 (5S, 16S, 23S) ; complete rRNAs :: 2, 1, 1 (5S, 16S, 23S) ; partial rRNAs :: 1 (23S) ; tRNAs :: 57 ; ncRNA :: 14 ; Frameshifted Genes :: 145 ; ##Genome-Annotation-Data-END##	09/01/2015 12:17:22	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	2.10	None	Newbler v. 29	None	4008	None	3	Yes	Gene	4249	None	None	38.0x	Full	None	165	None	None	None	None	None	2 1 2 (5S 16S 23S)	2 1 1 (5S 16S 23S)	1 (23S)	IonTorrent	57	None
234	929142067	LIYP00000000	LIYP00000000.1	SAMN03839871	PRJNA269675	LIYP01000001	LIYP01000190	Yersinia pestis subsp. microtus bv. Caucasica	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6904, whole genome shotgun sequencing project	BCT	Submitted (28-AUG-2015) Science Department, SRCAMB, Building 1, Obolensk, Moscow Region 142279, Russian Federation	190	DNA	Direct Submission	WGS	Yersinia pestis subsp. microtus bv. Caucasica	double	linear	21-SEP-2015	17-DEC-2015	The Yersinia pestis subsp. microtus bv. Caucasica whole genome shotgun (WGS) project has the project accession LIYP00000000. This version of the project (01) has the accession number LIYP01000000, and consists of sequences LIYP01000001-LIYP01000190.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: http://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Newbler v. 2.9 ; Genome Representation :: Full ; Expected Final Version :: Yes ; Genome Coverage :: 55.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 09/01/2015 12:30:01 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 2.10 ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes :: 4,203 ; CDS :: 3,916 ; Pseudo Genes :: 214 ; CRISPR Arrays :: 2 ; rRNAs :: 2, 1, 1 (5S, 16S, 23S) ; complete rRNAs :: 2, 1, 1 (5S, 16S, 23S) ; tRNAs :: 55 ; ncRNA :: 14 ; Frameshifted Genes :: 198 ; ##Genome-Annotation-Data-END##	09/01/2015 12:30:01	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	2.10	None	Newbler v. 2.9	None	3916	None	2	Yes	Gene	4203	None	None	55.0x	Full	None	214	None	None	None	None	None	2 1 1 (5S 16S 23S)	2 1 1 (5S 16S 23S)	None	IonTorrent	55	None
235	929141569	LIYO00000000	LIYO00000000.1	SAMN03839870	PRJNA269675	LIYO01000001	LIYO01000189	Yersinia pestis subsp. microtus bv. Ulegeica	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis subsp. microtus bv. Ulegeica strain SCPM-O-B-6706, whole genome shotgun sequencing project	BCT	Submitted (28-AUG-2015) Science Department, SRCAMB, Building 1, Obolensk, Moscow Region 142279, Russian Federation	189	DNA	Direct Submission	WGS	Yersinia pestis subsp. microtus bv. Ulegeica	double	linear	21-SEP-2015	17-DEC-2015	The Yersinia pestis subsp. microtus bv. Ulegeica whole genome shotgun (WGS) project has the project accession LIYO00000000. This version of the project (01) has the accession number LIYO01000000, and consists of sequences LIYO01000001-LIYO01000189.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: http://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Newbler v. 2.9 ; Genome Representation :: Full ; Expected Final Version :: Yes ; Genome Coverage :: 42.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 09/01/2015 12:26:05 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 2.10 ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes :: 4,281 ; CDS :: 3,969 ; Pseudo Genes :: 234 ; CRISPR Arrays :: 2 ; rRNAs :: 2, 1, 1 (5S, 16S, 23S) ; complete rRNAs :: 2, 1, 1 (5S, 16S, 23S) ; tRNAs :: 61 ; ncRNA :: 13 ; Frameshifted Genes :: 215 ; ##Genome-Annotation-Data-END##	09/01/2015 12:26:05	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	2.10	None	Newbler v. 2.9	None	3969	None	2	Yes	Gene	4281	None	None	42.0x	Full	None	234	None	None	None	None	None	2 1 1 (5S 16S 23S)	2 1 1 (5S 16S 23S)	None	IonTorrent	61	None
236	962438327	FAUR00000000	FAUR00000000.1	SAMEA3673143	PRJEB11860	FAUR01000001	FAUR01000087	Yersinia pestis	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis strain Algeria 3, whole genome shotgun sequencing project	BCT	Submitted (25-NOV-2015) URMITE, 27 Bd J Moulin, 13385 Marseille Cedex 05, France, 13385, France	87	DNA	Direct Submission	WGS	Yersinia pestis	double	linear	29-NOV-2015	29-NOV-2015	The Yersinia pestis whole genome shotgun (WGS) project has the project accession FAUR00000000. This version of the project (01) has the accession number FAUR01000000, and consists of sequences FAUR01000001-FAUR01000087.	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
237	937284577	LKEC00000000	LKEC00000000.1	SAMN03860321	PRJNA289965	LKEC01000001	LKEC01000042	Brucella melitensis	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella	Brucella melitensis strain C-569, whole genome shotgun sequencing project	BCT	Submitted (28-SEP-2015) The Federal Service for Supervision of Consumer Rights Protection and Human Welfare, Stavropol Plague Control Reseach Institute, Sovetskaya Str. 13-15, Stavropol, Stavropol Region 355035, Russian Federation	42	DNA	Direct Submission	WGS	Brucella melitensis	double	linear	06-OCT-2015	06-OCT-2015	The Brucella melitensis whole genome shotgun (WGS) project has the project accession LKEC00000000. This version of the project (01) has the accession number LKEC01000000, and consists of sequences LKEC01000001-LKEC01000042.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: http://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Date :: 2015 ; Assembly Method :: Newbler v. 3.0 ; Genome Representation :: Full ; Expected Final Version :: Yes ; Genome Coverage :: 100.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 09/28/2015 18:59:05 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 3.0 ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes :: 3,139 ; CDS :: 2,961 ; Pseudo Genes :: 125 ; rRNAs :: 1, 1, 1 (5S, 16S, 23S) ; complete rRNAs :: 1, 1, 1 (5S, 16S, 23S) ; tRNAs :: 49 ; ncRNA :: 1 ; Frameshifted Genes :: 100 ; Frameshifted Genes On Monomer Runs :: 2 ; Frameshifted Genes Not On Monomer Runs :: 7 ; ##Genome-Annotation-Data-END##	09/28/2015 18:59:05	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	3.0	2015	Newbler v. 3.0	None	2961	None	None	Yes	Gene	3139	None	None	100.0x	Full	None	125	None	None	None	None	None	1 1 1 (5S 16S 23S)	1 1 1 (5S 16S 23S)	None	IonTorrent	49	None
238	937284576	LKED00000000	LKED00000000.1	SAMN03860330	PRJNA289970	LKED01000001	LKED01000041	Brucella melitensis	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella	Brucella melitensis strain C-572, whole genome shotgun sequencing project	BCT	Submitted (28-SEP-2015) The Federal Service for Supervision of Consumer Rights Protection and Human Welfare, Stavropol Plague Control Reseach Institute, Sovetskaya Str. 13-15, Stavropol, Stavropol Region 355035, Russian Federation	41	DNA	Direct Submission	WGS	Brucella melitensis	double	linear	06-OCT-2015	06-OCT-2015	The Brucella melitensis whole genome shotgun (WGS) project has the project accession LKED00000000. This version of the project (01) has the accession number LKED01000000, and consists of sequences LKED01000001-LKED01000041.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: http://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Date :: 2015 ; Assembly Method :: Newbler v. 3.0 ; Genome Representation :: Full ; Expected Final Version :: No ; Genome Coverage :: 100.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 09/28/2015 18:57:05 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 3.0 ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes :: 3,140 ; CDS :: 2,954 ; Pseudo Genes :: 133 ; rRNAs :: 1, 1, 1 (5S, 16S, 23S) ; complete rRNAs :: 1, 1, 1 (5S, 16S, 23S) ; tRNAs :: 49 ; ncRNA :: 1 ; Frameshifted Genes :: 107 ; Frameshifted Genes On Monomer Runs :: 3 ; Frameshifted Genes Not On Monomer Runs :: 7 ; ##Genome-Annotation-Data-END##	09/28/2015 18:57:05	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	3.0	2015	Newbler v. 3.0	None	2954	None	None	No	Gene	3140	None	None	100.0x	Full	None	133	None	None	None	None	None	1 1 1 (5S 16S 23S)	1 1 1 (5S 16S 23S)	None	IonTorrent	49	None
239	930798312	LKAW00000000	LKAW00000000.1	SAMN03860328	PRJNA289968	LKAW01000001	LKAW01000041	Brucella melitensis	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella	Brucella melitensis strain C-571, whole genome shotgun sequencing project	BCT	Submitted (23-SEP-2015) The Federal Service for Supervision of Consumer Rights Protection and Human Welfare, Stavropol Plague Control Reseach Institute, Sovetskaya Str. 13-15, Stavropol, Stavropol Region 355035, Russian Federation	41	DNA	Direct Submission	WGS	Brucella melitensis	double	linear	29-SEP-2015	29-SEP-2015	The Brucella melitensis whole genome shotgun (WGS) project has the project accession LKAW00000000. This version of the project (01) has the accession number LKAW01000000, and consists of sequences LKAW01000001-LKAW01000041.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: http://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Date :: 2015 ; Assembly Method :: Newbler v. 3.0 ; Genome Representation :: Full ; Expected Final Version :: No ; Genome Coverage :: 100.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 09/24/2015 18:21:58 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 3.0 ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes :: 3,135 ; CDS :: 2,894 ; Pseudo Genes :: 190 ; rRNAs :: 1, 1, 1 (5S, 16S, 23S) ; complete rRNAs :: 1, 1, 1 (5S, 16S, 23S) ; tRNAs :: 47 ; ncRNA :: 1 ; Frameshifted Genes :: 164 ; Frameshifted Genes On Monomer Runs :: 3 ; Frameshifted Genes Not On Monomer Runs :: 6 ; ##Genome-Annotation-Data-END##	09/24/2015 18:21:58	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	3.0	2015	Newbler v. 3.0	None	2894	None	None	No	Gene	3135	None	None	100.0x	Full	None	190	None	None	None	None	None	1 1 1 (5S 16S 23S)	1 1 1 (5S 16S 23S)	None	IonTorrent	47	None
240	930797302	LKAT00000000	LKAT00000000.1	SAMN03797527	PRJNA288259	LKAT01000001	LKAT01000080	Brucella melitensis	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella	Brucella melitensis strain C-567, whole genome shotgun sequencing project	BCT	Submitted (22-SEP-2015) The Federal Service for Supervision of Consumer Rights Protection and Human Welfare, Stavropol Plague Control Reseach Institute, Sovetskaya Str. 13-15, Stavropol, Stavropol Region 355035, Russian Federation	80	DNA	Direct Submission	WGS	Brucella melitensis	double	linear	29-SEP-2015	29-SEP-2015	The Brucella melitensis whole genome shotgun (WGS) project has the project accession LKAT00000000. This version of the project (01) has the accession number LKAT01000000, and consists of sequences LKAT01000001-LKAT01000080.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: http://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Newbler v. 3.0 ; Genome Representation :: Full ; Expected Final Version :: No ; Genome Coverage :: 100.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 09/24/2015 18:22:20 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 3.0 ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes :: 3,163 ; CDS :: 2,791 ; Pseudo Genes :: 319 ; rRNAs :: 1, 1, 1 (5S, 16S, 23S) ; complete rRNAs :: 1, 1, 1 (5S, 16S, 23S) ; tRNAs :: 49 ; ncRNA :: 1 ; Frameshifted Genes :: 269 ; Frameshifted Genes On Monomer Runs :: 15 ; Frameshifted Genes Not On Monomer Runs :: 13 ; ##Genome-Annotation-Data-END##	09/24/2015 18:22:20	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	3.0	None	Newbler v. 3.0	None	2791	None	None	No	Gene	3163	None	None	100.0x	Full	None	319	None	None	None	None	None	1 1 1 (5S 16S 23S)	1 1 1 (5S 16S 23S)	None	IonTorrent	49	None
241	930795287	LKAU00000000	LKAU00000000.1	SAMN03860172	PRJNA289961	LKAU01000001	LKAU01000063	Brucella melitensis	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella	Brucella melitensis strain C-568, whole genome shotgun sequencing project	BCT	Submitted (22-SEP-2015) The Federal Service for Supervision of Consumer Rights Protection and Human Welfare, Stavropol Plague Control Reseach Institute, Sovetskaya Str. 13-15, Stavropol, Stavropol Region 355035, Russian Federation	63	DNA	Direct Submission	WGS	Brucella melitensis	double	linear	29-SEP-2015	29-SEP-2015	The Brucella melitensis whole genome shotgun (WGS) project has the project accession LKAU00000000. This version of the project (01) has the accession number LKAU01000000, and consists of sequences LKAU01000001-LKAU01000063.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: http://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Date :: 2015 ; Assembly Method :: Newbler v. 3.0 ; Genome Representation :: Full ; Expected Final Version :: No ; Genome Coverage :: 100.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 09/24/2015 18:20:44 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 3.0 ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes :: 3,149 ; CDS :: 2,637 ; Pseudo Genes :: 459 ; rRNAs :: 1, 1, 1 (5S, 16S, 23S) ; complete rRNAs :: 1, 1, 1 (5S, 16S, 23S) ; tRNAs :: 49 ; ncRNA :: 1 ; Frameshifted Genes :: 420 ; Frameshifted Genes On Monomer Runs :: 2 ; Frameshifted Genes Not On Monomer Runs :: 12 ; ##Genome-Annotation-Data-END##	09/24/2015 18:20:44	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	3.0	2015	Newbler v. 3.0	None	2637	None	None	No	Gene	3149	None	None	100.0x	Full	None	459	None	None	None	None	None	1 1 1 (5S 16S 23S)	1 1 1 (5S 16S 23S)	None	IonTorrent	49	None
242	930792187	LKAV00000000	LKAV00000000.1	SAMN03860322	PRJNA289967	LKAV01000001	LKAV01000044	Brucella melitensis	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella	Brucella melitensis strain C-570, whole genome shotgun sequencing project	BCT	Submitted (22-SEP-2015) The Federal Service for Supervision of Consumer Rights Protection and Human Welfare, Stavropol Plague Control Reseach Institute, Sovetskaya Str. 13-15, Stavropol, Stavropol Region 355035, Russian Federation	44	DNA	Direct Submission	WGS	Brucella melitensis	double	linear	29-SEP-2015	29-SEP-2015	The Brucella melitensis whole genome shotgun (WGS) project has the project accession LKAV00000000. This version of the project (01) has the accession number LKAV01000000, and consists of sequences LKAV01000001-LKAV01000044.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: http://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Date :: 2015 ; Assembly Method :: Newbler v. 3.0 ; Genome Representation :: Full ; Expected Final Version :: No ; Genome Coverage :: 100.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 09/24/2015 18:22:11 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 3.0 ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes :: 3,139 ; CDS :: 2,869 ; Pseudo Genes :: 217 ; rRNAs :: 1, 1, 1 (5S, 16S, 23S) ; complete rRNAs :: 1, 1, 1 (5S, 16S, 23S) ; tRNAs :: 49 ; ncRNA :: 1 ; Frameshifted Genes :: 186 ; Frameshifted Genes On Monomer Runs :: 9 ; Frameshifted Genes Not On Monomer Runs :: 7 ; ##Genome-Annotation-Data-END##	09/24/2015 18:22:11	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	3.0	2015	Newbler v. 3.0	None	2869	None	None	No	Gene	3139	None	None	100.0x	Full	None	217	None	None	None	None	None	1 1 1 (5S 16S 23S)	1 1 1 (5S 16S 23S)	None	IonTorrent	49	None
243	913033506	LGRJ00000000	LGRJ00000000.1	SAMN03816156	PRJNA288599	KQ410700	KQ410705	Yersinia pestis	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis strain EV76D, whole genome shotgun sequencing project	BCT	Submitted (02-JUL-2015) Bioscience, Los Alamos National Laboratory, P.O. Box 1663, MS M888, Los Alamos, NM 87545, USA	20	DNA	Direct Submission	WGS_SCAFLD	Yersinia pestis	double	linear	06-AUG-2015	23-SEP-2015	The Yersinia pestis whole genome shotgun (WGS) project has the project accession LGRJ00000000. This version of the project (01) has the accession number LGRJ01000000, and consists of sequences LGRJ01000001-LGRJ01000020.; ; ##Genome-Assembly-Data-START## ; Assembly Date :: 23-AUG-2012 ; Assembly Method :: Newbler v. 2.6; Velvet v. 1.1.05; AllPaths v. 39750; phredPhrap v. SPS-4.24 ; Assembly Name :: YPW_3_IHQD ; Genome Representation :: Full ; Expected Final Version :: Yes ; Genome Coverage :: 314.0x ; Sequencing Technology :: Illumina HiSeq; 454 ; ##Genome-Assembly-Data-END##	None	None	None	None	None	23-AUG-2012	Newbler v. 2.6	YPW_3_IHQD	None	None	None	Yes	None	None	None	None	314.0x	Full	None	None	None	None	None	None	None	None	None	None	Illumina HiSeq	None	None
244	913032947	LFXP00000000	LFXP00000000.1	SAMN03817042	PRJNA288602	KQ410696	KQ410699	Yersinia pestis	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis strain KIM 10v, whole genome shotgun sequencing project	BCT	Submitted (01-JUL-2015) Bioscience, Los Alamos National Laboratory, P.O. Box 1663, MS M888, Los Alamos, NM 87545, USA	6	DNA	Direct Submission	WGS_SCAFLD	Yersinia pestis	double	linear	06-AUG-2015	23-SEP-2015	The Yersinia pestis whole genome shotgun (WGS) project has the project accession LFXP00000000. This version of the project (01) has the accession number LFXP01000000, and consists of sequences LFXP01000001-LFXP01000006.; ; ##Genome-Assembly-Data-START## ; Assembly Date :: 06-JUN-2012 ; Assembly Method :: Newbler v. 2.6; Velvet v. 1.1.05; AllPaths v. 39750; phredPhrap v. SPS-4.24 ; Assembly Name :: YPW_8_IHQD ; Genome Representation :: Full ; Expected Final Version :: Yes ; Genome Coverage :: 312.0x ; Sequencing Technology :: Illumina HiSeq; 454 ; ##Genome-Assembly-Data-END##	None	None	None	None	None	06-JUN-2012	Newbler v. 2.6	YPW_8_IHQD	None	None	None	Yes	None	None	None	None	312.0x	Full	None	None	None	None	None	None	None	None	None	None	Illumina HiSeq	None	None
