id	Assembly_id	AssemblyAccession	AssemblyBioSampleAccession	AssemblyBioSampleID	AssemblyGenbankBioprojectAccession	AssemblyGenbankID	AssemblyRefseqBioprojectAccession	AssemblyRefSeqCategory	AssemblyRefSeqID	AssemblyWGSAccession	AssemblyInfraspecies	AssemblyIsolate	AssemblyOrganism	AssemblySpeciesTaxonomicID	AssemblySpeciesName	AssemblyTaxonomicID	AssemblyName	AssemblyStatus	AssemblyType	AssemblyCoverage	AssemblyChromosomes	AssemblyContigCount	AssemblyContigN50	AssemblyContigL50	AssemblyNonChromosomalReplicons	AssemblyReplicons	AssemblyScaffolds	AssemblyScaffoldN50	AssemblyScaffoldL50	AssemblyTotalLength	AssemblyUngappedLength	AssemblySubmitterOrganization	AssemblySubmissionDate	AssemblyReleaseDate	AssemblyFTPAssemblyReport	AssemblyFTPGenbank	AssemblyFTPRefSeq	AssemblyFTPStatsReport	AssemblyComment
113	1129991	GCF_002188835.1	SAMN05521439	5521439	PRJNA224116	4580288	PRJNA224116	na	4588328	NHNE01	SCPM-O-DNA-14	None	Yersinia pestis subsp. microtus (enterobacteria)	632	Yersinia pestis	1234659	ASM218883v1	Scaffold	haploid	55	0	185	49638	31	3	3	175	49638	31	4667715	4667715	SRCAMB	2017/06/09 00:00	2017/06/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/835/GCF_002188835.1_ASM218883v1/GCF_002188835.1_ASM218883v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/188/835/GCA_002188835.1_ASM218883v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/835/GCF_002188835.1_ASM218883v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/835/GCF_002188835.1_ASM218883v1/GCF_002188835.1_ASM218883v1_assembly_stats.txt	None
114	1129981	GCF_002188845.1	SAMN05521437	5521437	PRJNA224116	4580278	PRJNA224116	na	4589188	NHNC01	SCPM-O-DNA-12	None	Yersinia pestis subsp. microtus bv. Xilingolensis (enterobacteria)	632	Yersinia pestis	1679171	ASM218884v1	Scaffold	haploid	61	0	180	56243	28	3	3	170	56243	28	4642684	4642684	SRCAMB	2017/06/09 00:00	2017/06/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/845/GCF_002188845.1_ASM218884v1/GCF_002188845.1_ASM218884v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/188/845/GCA_002188845.1_ASM218884v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/845/GCF_002188845.1_ASM218884v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/845/GCF_002188845.1_ASM218884v1/GCF_002188845.1_ASM218884v1_assembly_stats.txt	None
115	1129971	GCF_002188815.1	SAMN05521436	5521436	PRJNA224116	4580238	PRJNA224116	na	4588308	NHNB01	SCPM-O-DNA-11	None	Yersinia pestis subsp. microtus bv. Xilingolensis (enterobacteria)	632	Yersinia pestis	1679171	ASM218881v1	Scaffold	haploid	60	0	195	54935	29	3	3	183	54935	29	4643289	4643289	SRCAMB	2017/06/09 00:00	2017/06/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/815/GCF_002188815.1_ASM218881v1/GCF_002188815.1_ASM218881v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/188/815/GCA_002188815.1_ASM218881v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/815/GCF_002188815.1_ASM218881v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/815/GCF_002188815.1_ASM218881v1/GCF_002188815.1_ASM218881v1_assembly_stats.txt	None
116	1129961	GCF_002188775.1	SAMN05521434	5521434	PRJNA224116	4580218	PRJNA224116	na	4587928	NHMZ01	SCPM-O-DNA-09	None	Yersinia pestis subsp. microtus bv. Altaica (enterobacteria)	632	Yersinia pestis	385967	ASM218877v1	Scaffold	haploid	56	0	179	57412	31	3	3	168	57412	31	4650126	4650126	SRCAMB	2017/06/09 00:00	2017/06/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/775/GCF_002188775.1_ASM218877v1/GCF_002188775.1_ASM218877v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/188/775/GCA_002188775.1_ASM218877v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/775/GCF_002188775.1_ASM218877v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/775/GCF_002188775.1_ASM218877v1/GCF_002188775.1_ASM218877v1_assembly_stats.txt	None
117	1129951	GCF_002188765.1	SAMN05521432	5521432	PRJNA224116	4580208	PRJNA224116	na	4588668	NHMX01	SCPM-O-DNA-07	None	Yersinia pestis subsp. microtus bv. Altaica (enterobacteria)	632	Yersinia pestis	385967	ASM218876v1	Scaffold	haploid	52	0	182	52855	33	3	3	168	52855	33	4612130	4612130	SRCAMB	2017/06/09 00:00	2017/06/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/765/GCF_002188765.1_ASM218876v1/GCF_002188765.1_ASM218876v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/188/765/GCA_002188765.1_ASM218876v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/765/GCF_002188765.1_ASM218876v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/765/GCF_002188765.1_ASM218876v1/GCF_002188765.1_ASM218876v1_assembly_stats.txt	None
118	1129941	GCF_002188755.1	SAMN05521435	5521435	PRJNA224116	4580188	PRJNA224116	na	4588248	NHNA01	SCPM-O-DNA-10	None	Yersinia pestis subsp. microtus bv. Altaica (enterobacteria)	632	Yersinia pestis	385967	ASM218875v1	Scaffold	haploid	54	0	184	52867	32	3	3	170	52867	32	4637667	4637667	SRCAMB	2017/06/09 00:00	2017/06/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/755/GCF_002188755.1_ASM218875v1/GCF_002188755.1_ASM218875v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/188/755/GCA_002188755.1_ASM218875v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/755/GCF_002188755.1_ASM218875v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/755/GCF_002188755.1_ASM218875v1/GCF_002188755.1_ASM218875v1_assembly_stats.txt	None
119	1129931	GCF_002188725.1	SAMN05521433	5521433	PRJNA224116	4580158	PRJNA224116	na	4588628	NHMY01	SCPM-O-DNA-08	None	Yersinia pestis subsp. microtus bv. Altaica (enterobacteria)	632	Yersinia pestis	385967	ASM218872v1	Scaffold	haploid	41	0	198	51170	33	3	3	187	51170	33	4652539	4652539	SRCAMB	2017/06/09 00:00	2017/06/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/725/GCF_002188725.1_ASM218872v1/GCF_002188725.1_ASM218872v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/188/725/GCA_002188725.1_ASM218872v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/725/GCF_002188725.1_ASM218872v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/725/GCF_002188725.1_ASM218872v1/GCF_002188725.1_ASM218872v1_assembly_stats.txt	None
120	1129921	GCF_002188685.1	SAMN05521431	5521431	PRJNA224116	4580138	PRJNA224116	na	4588208	NHMW01	SCPM-O-DNA-06	None	Yersinia pestis subsp. microtus bv. Altaica (enterobacteria)	632	Yersinia pestis	385967	ASM218868v1	Scaffold	haploid	67	0	172	51192	33	3	3	157	51192	33	4647570	4647570	SRCAMB	2017/06/09 00:00	2017/06/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/685/GCF_002188685.1_ASM218868v1/GCF_002188685.1_ASM218868v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/188/685/GCA_002188685.1_ASM218868v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/685/GCF_002188685.1_ASM218868v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/685/GCF_002188685.1_ASM218868v1/GCF_002188685.1_ASM218868v1_assembly_stats.txt	None
121	1121371	GCF_002173805.1	SAMN05521428	5521428	PRJNA224116	4558058	PRJNA224116	na	4564108	NHYI01	SCPM-O-DNA-03	None	Yersinia pestis subsp. microtus bv. Altaica (enterobacteria)	632	Yersinia pestis	385967	ASM217380v1	Scaffold	haploid	46	0	211	48122	33	3	3	199	48122	33	4651412	4651412	SRCAMB	2017/06/06 00:00	2017/06/06 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/173/805/GCF_002173805.1_ASM217380v1/GCF_002173805.1_ASM217380v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/173/805/GCA_002173805.1_ASM217380v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/173/805/GCF_002173805.1_ASM217380v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/173/805/GCF_002173805.1_ASM217380v1/GCF_002173805.1_ASM217380v1_assembly_stats.txt	None
122	1121351	GCF_002173815.1	SAMN05521426	5521426	PRJNA224116	4558018	PRJNA224116	na	4563948	NHYH01	SCPM-O-DNA-01	None	Yersinia pestis subsp. microtus bv. Altaica (enterobacteria)	632	Yersinia pestis	385967	ASM217381v1	Scaffold	haploid	57	0	181	58096	31	2	2	170	58096	31	4641984	4641984	SRCAMB	2017/06/06 00:00	2017/06/06 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/173/815/GCF_002173815.1_ASM217381v1/GCF_002173815.1_ASM217381v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/173/815/GCA_002173815.1_ASM217381v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/173/815/GCF_002173815.1_ASM217381v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/173/815/GCF_002173815.1_ASM217381v1/GCF_002173815.1_ASM217381v1_assembly_stats.txt	None
123	1121341	GCF_002173795.1	SAMN05521430	5521430	PRJNA224116	4558008	PRJNA224116	na	4564088	NHYJ01	SCPM-O-DNA-05	None	Yersinia pestis subsp. microtus bv. Altaica (enterobacteria)	632	Yersinia pestis	385967	ASM217379v1	Scaffold	haploid	69	0	187	55165	32	3	3	175	55165	32	4650263	4650263	SRCAMB	2017/06/06 00:00	2017/06/06 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/173/795/GCF_002173795.1_ASM217379v1/GCF_002173795.1_ASM217379v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/173/795/GCA_002173795.1_ASM217379v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/173/795/GCF_002173795.1_ASM217379v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/173/795/GCF_002173795.1_ASM217379v1/GCF_002173795.1_ASM217379v1_assembly_stats.txt	None
124	1117161	GCF_002165475.1	SAMN04992971	4992971	PRJNA224116	4547198	PRJNA224116	na	4547908	MTZZ01	SCPM-O-B-7005	None	Yersinia pestis subsp. microtus bv. Caucasica (enterobacteria)	632	Yersinia pestis	385966	ASM216547v1	Scaffold	haploid	42	0	190	49753	34	2	2	178	49753	34	4569487	4569487	SRCAMB	2017/05/10 00:00	2017/05/10 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/165/475/GCF_002165475.1_ASM216547v1/GCF_002165475.1_ASM216547v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/165/475/GCA_002165475.1_ASM216547v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/165/475/GCF_002165475.1_ASM216547v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/165/475/GCF_002165475.1_ASM216547v1/GCF_002165475.1_ASM216547v1_assembly_stats.txt	None
125	1095501	GCF_002127375.1	SAMN04992974	4992974	PRJNA224116	4464188	PRJNA224116	na	4502638	MTZX01	SCPM-O-B-6994	None	Yersinia pestis subsp. microtus bv. Caucasica (enterobacteria)	632	Yersinia pestis	385966	ASM212737v1	Scaffold	haploid	240	0	188	48909	35	2	2	172	48909	35	4558616	4558616	SRCAMB	2017/05/10 00:00	2017/05/10 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/375/GCF_002127375.1_ASM212737v1/GCF_002127375.1_ASM212737v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/127/375/GCA_002127375.1_ASM212737v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/375/GCF_002127375.1_ASM212737v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/375/GCF_002127375.1_ASM212737v1/GCF_002127375.1_ASM212737v1_assembly_stats.txt	None
126	1095491	GCF_002127365.1	SAMN04992968	4992968	PRJNA224116	4464178	PRJNA224116	na	4502558	MTZY01	SCPM-O-B-7111	None	Yersinia pestis subsp. microtus bv. Caucasica (enterobacteria)	632	Yersinia pestis	385966	ASM212736v1	Scaffold	haploid	59	0	191	48281	35	2	2	180	48281	35	4567036	4567036	SRCAMB	2017/05/10 00:00	2017/05/10 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/365/GCF_002127365.1_ASM212736v1/GCF_002127365.1_ASM212736v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/127/365/GCA_002127365.1_ASM212736v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/365/GCF_002127365.1_ASM212736v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/365/GCF_002127365.1_ASM212736v1/GCF_002127365.1_ASM212736v1_assembly_stats.txt	None
127	1095481	GCF_002127355.1	SAMN04993042	4993042	PRJNA224116	4464168	PRJNA224116	na	4502598	MTZW01	SCPM-O-B-7042	None	Yersinia pestis subsp. microtus bv. Caucasica (enterobacteria)	632	Yersinia pestis	385966	ASM212735v1	Scaffold	haploid	94	0	182	50324	34	2	2	170	50324	34	4567750	4567750	SRCAMB	2017/05/10 00:00	2017/05/10 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/355/GCF_002127355.1_ASM212735v1/GCF_002127355.1_ASM212735v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/127/355/GCA_002127355.1_ASM212735v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/355/GCF_002127355.1_ASM212735v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/355/GCF_002127355.1_ASM212735v1/GCF_002127355.1_ASM212735v1_assembly_stats.txt	None
128	1009211	GCF_002005285.1	SAMN06161235	6161235	PRJNA224116	4144458	PRJNA224116	na	9069558	None	195/P	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	ASM200528v1	Complete Genome	haploid	40	1	4	4655691	1	3	4	0	4655691	1	4831198	4831198	NHGRI/NIH	2017/02/21 00:00	2017/02/21 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/285/GCF_002005285.1_ASM200528v1/GCF_002005285.1_ASM200528v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/005/285/GCA_002005285.1_ASM200528v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/285/GCF_002005285.1_ASM200528v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/285/GCF_002005285.1_ASM200528v1/GCF_002005285.1_ASM200528v1_assembly_stats.txt	None
129	1006451	GCF_001307475.2	SAMN03860331	3860331	PRJNA224116	4130688	PRJNA224116	na	4136498	None	C-573	None	Brucella melitensis (a-proteobacteria)	29459	Brucella melitensis	29459	ASM130747v2	Complete Genome	haploid	100	2	2	2125194	1	0	2	0	2125194	1	3310789	3310789	Stavropol Plague Control Reseach Institute	2017/02/15 00:00	2017/02/15 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/475/GCF_001307475.2_ASM130747v2/GCF_001307475.2_ASM130747v2_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/475/GCA_001307475.2_ASM130747v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/475/GCF_001307475.2_ASM130747v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/475/GCF_001307475.2_ASM130747v2/GCF_001307475.2_ASM130747v2_assembly_stats.txt	None
130	963361	GCF_001972515.1	SAMN05521427	5521427	PRJNA224116	4014618	PRJNA224116	na	4055888	MIED01	SCPM-O-DNA-02	None	Yersinia pestis subsp. microtus bv. Altaica (enterobacteria)	632	Yersinia pestis	385967	ASM197251v1	Scaffold	haploid	53	0	167	55157	31	2	2	152	55157	31	4646108	4646108	SRCAMB	2017/01/26 00:00	2017/01/26 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/972/515/GCF_001972515.1_ASM197251v1/GCF_001972515.1_ASM197251v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/972/515/GCA_001972515.1_ASM197251v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/972/515/GCF_001972515.1_ASM197251v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/972/515/GCF_001972515.1_ASM197251v1/GCF_001972515.1_ASM197251v1_assembly_stats.txt	None
131	963351	GCF_001972505.1	SAMN05521425	5521425	PRJNA224116	4014628	PRJNA224116	na	4056168	MIEC01	SCPM-O-B-4664	None	Yersinia pestis subsp. microtus bv. Talassica (enterobacteria)	632	Yersinia pestis	385968	ASM197250v1	Scaffold	haploid	49	0	190	48236	32	3	3	175	48236	32	4673139	4673139	SRCAMB	2017/01/26 00:00	2017/01/26 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/972/505/GCF_001972505.1_ASM197250v1/GCF_001972505.1_ASM197250v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/972/505/GCA_001972505.1_ASM197250v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/972/505/GCF_001972505.1_ASM197250v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/972/505/GCF_001972505.1_ASM197250v1/GCF_001972505.1_ASM197250v1_assembly_stats.txt	None
132	963341	GCF_001972475.1	SAMN05521429	5521429	PRJNA224116	4014588	PRJNA224116	na	4055748	MIEE01	SCPM-O-DNA-04	None	Yersinia pestis subsp. microtus bv. Altaica (enterobacteria)	632	Yersinia pestis	385967	ASM197247v1	Scaffold	haploid	46	0	167	59185	30	2	2	152	59185	30	4646075	4646075	SRCAMB	2017/01/26 00:00	2017/01/26 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/972/475/GCF_001972475.1_ASM197247v1/GCF_001972475.1_ASM197247v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/972/475/GCA_001972475.1_ASM197247v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/972/475/GCF_001972475.1_ASM197247v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/972/475/GCF_001972475.1_ASM197247v1/GCF_001972475.1_ASM197247v1_assembly_stats.txt	None
133	963331	GCF_001972465.1	SAMN05521420	5521420	PRJNA224116	4014578	PRJNA224116	na	4055688	MIDX01	SCPM-O-B-7037	None	Yersinia pestis subsp. microtus bv. Caucasica (enterobacteria)	632	Yersinia pestis	385966	ASM197246v1	Scaffold	haploid	42	0	176	49674	35	2	2	160	49674	35	4558520	4558520	SRCAMB	2017/01/26 00:00	2017/01/26 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/972/465/GCF_001972465.1_ASM197246v1/GCF_001972465.1_ASM197246v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/972/465/GCA_001972465.1_ASM197246v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/972/465/GCF_001972465.1_ASM197246v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/972/465/GCF_001972465.1_ASM197246v1/GCF_001972465.1_ASM197246v1_assembly_stats.txt	None
134	963321	GCF_001972415.1	SAMN05521424	5521424	PRJNA224116	4014538	PRJNA224116	na	4056008	MIEB01	SCPM-O-B-6983	None	Yersinia pestis subsp. microtus bv. Caucasica (enterobacteria)	632	Yersinia pestis	385966	ASM197241v1	Scaffold	haploid	45	0	171	51308	31	2	2	155	51308	31	4610749	4610749	SRCAMB	2017/01/26 00:00	2017/01/26 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/972/415/GCF_001972415.1_ASM197241v1/GCF_001972415.1_ASM197241v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/972/415/GCA_001972415.1_ASM197241v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/972/415/GCF_001972415.1_ASM197241v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/972/415/GCF_001972415.1_ASM197241v1/GCF_001972415.1_ASM197241v1_assembly_stats.txt	None
135	963311	GCF_001972405.1	SAMN05521423	5521423	PRJNA224116	4014548	PRJNA224116	na	4055508	MIEA01	SCPM-O-B-6992	None	Yersinia pestis subsp. microtus bv. Caucasica (enterobacteria)	632	Yersinia pestis	385966	ASM197240v1	Scaffold	haploid	47	0	166	49673	34	3	3	156	49673	34	4503787	4503787	SRCAMB	2017/01/26 00:00	2017/01/26 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/972/405/GCF_001972405.1_ASM197240v1/GCF_001972405.1_ASM197240v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/972/405/GCA_001972405.1_ASM197240v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/972/405/GCF_001972405.1_ASM197240v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/972/405/GCF_001972405.1_ASM197240v1/GCF_001972405.1_ASM197240v1_assembly_stats.txt	None
136	963301	GCF_001972395.1	SAMN05521421	5521421	PRJNA224116	4014528	PRJNA224116	na	4056048	MIDY01	SCPM-O-B-6176	None	Yersinia pestis subsp. microtus bv. Caucasica (enterobacteria)	632	Yersinia pestis	385966	ASM197239v1	Scaffold	haploid	49	0	176	48909	35	2	2	157	48909	35	4562336	4562336	SRCAMB	2017/01/26 00:00	2017/01/26 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/972/395/GCF_001972395.1_ASM197239v1/GCF_001972395.1_ASM197239v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/972/395/GCA_001972395.1_ASM197239v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/972/395/GCF_001972395.1_ASM197239v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/972/395/GCF_001972395.1_ASM197239v1/GCF_001972395.1_ASM197239v1_assembly_stats.txt	None
137	963291	GCF_001972385.1	SAMN05521422	5521422	PRJNA224116	4014498	PRJNA224116	na	4055448	MIDZ01	SCPM-O-B-7040	None	Yersinia pestis subsp. microtus bv. Caucasica (enterobacteria)	632	Yersinia pestis	385966	ASM197238v1	Scaffold	haploid	43	0	186	48909	35	2	2	167	48909	35	4564996	4564996	SRCAMB	2017/01/26 00:00	2017/01/26 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/972/385/GCF_001972385.1_ASM197238v1/GCF_001972385.1_ASM197238v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/972/385/GCA_001972385.1_ASM197238v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/972/385/GCF_001972385.1_ASM197238v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/972/385/GCF_001972385.1_ASM197238v1/GCF_001972385.1_ASM197238v1_assembly_stats.txt	None
138	920351	GCF_001905275.1	SAMN05853556	5853556	PRJNA224116	3799108	PRJNA224116	na	3858338	MKIU01	V-120	None	Burkholderia mallei (b-proteobacteria)	13373	Burkholderia mallei	13373	ASM190527v1	Contig	haploid	20	0	706	13488	128	0	0	706	13488	128	5507439	5507439	Volgograd Research Institute for Plague Control	2016/12/15 00:00	2016/12/15 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/905/275/GCF_001905275.1_ASM190527v1/GCF_001905275.1_ASM190527v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/905/275/GCA_001905275.1_ASM190527v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/905/275/GCF_001905275.1_ASM190527v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/905/275/GCF_001905275.1_ASM190527v1/GCF_001905275.1_ASM190527v1_assembly_stats.txt	None
139	920341	GCA_001905265.1	SAMN05715376	5715376	PRJNA335692	3799098	None	na	None	MKIT01	110	None	Burkholderia pseudomallei (b-proteobacteria)	28450	Burkholderia pseudomallei	28450	ASM190526v1	Scaffold	haploid	20	0	783	48469	48	1	1	782	48469	48	7778602	7778602	Volgograd Research Institute for Plague Control	2016/12/15 00:00	2016/12/15 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/905/265/GCA_001905265.1_ASM190526v1/GCA_001905265.1_ASM190526v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/905/265/GCA_001905265.1_ASM190526v1	None	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/905/265/GCA_001905265.1_ASM190526v1/GCA_001905265.1_ASM190526v1_assembly_stats.txt	None
140	794071	GCF_900095105.1	SAMEA4368873	5517974	PRJNA224116	3444578	PRJNA224116	na	3445418	FMBU01	Algeria3	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	PRJEB15052	Scaffold	haploid	50	0	561	14188	96	0	0	48	1905634	2	4427555	4375742	URMITE	2016/09/07 00:00	2016/09/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/095/105/GCF_900095105.1_PRJEB15052/GCF_900095105.1_PRJEB15052_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/105/GCA_900095105.1_PRJEB15052	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/095/105/GCF_900095105.1_PRJEB15052	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/095/105/GCF_900095105.1_PRJEB15052/GCF_900095105.1_PRJEB15052_assembly_stats.txt	None
