Name	UFboot	sCF	Branch_Length	Branch_Support_Color	coord_x	coord_y	Strain	Date	DateBP	Country	Province	CountryLat	CountryLon	ProvinceLat	ProvinceLon	Biovar	Branch_Major	Branch_Minor	BioSample	BioSampleComment	Branch_Number	timetree_rate	timetree_rate_fold_change	timetree_mutation_length	timetree_raw_date	timetree_num_date	timetree_clock_length	timetree_coord_x	timetree_coord_y	timetree_reg_x	timetree_reg_y	timetree_reg_bad
NODE190	100.0	97.4	2.0606e-06	red	4.8655399999999995e-05	212.58084675590732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3054541612135434e-08	1.3844550008627745	1.719496271499417e-06	-033-08-10	-32.39397647642181	130.78558965034972	4057.456273579529	206.32671213150024	-32.39397647642181	4.413133589753474e-05	False
NODE191	100.0	74.7	1.1989e-06	black	4.9854299999999995e-05	193.8515625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4684303720604049e-08	1.557293877042736	1.0746120758963154e-06	0040-11-12	40.864836539597945	73.25881301601976	4130.715086595548	183.65625	40.864836539597945	4.5205947973431055e-05	False
SAMEA1061800	NA	NA	1.0021e-06	grey	5.0856399999999996e-05	192.0	DA101	[214:261]	[-1807:-1760]	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT4	SAMEA1061800	KEEP: SRA Ancient	0	5.875536949290908e-09	0.62311008336272	1.0749856010493334e-06	0224-07-03	224.50205910846876	183.6372225688708	4314.352309164419	182.0	237.5	4.628093357448039e-05	False
NODE192	100.0	99.5	1.0314e-05	red	6.016829999999999e-05	195.703125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0085892775713674e-08	2.1301410287956863	8.60660570928617e-06	0469-06-09	469.4381038472061	428.57326730760815	4559.288353903156	185.3125	469.4381038472061	5.381255368271722e-05	False
SAMEA5661365	NA	NA	2.35e-08	grey	6.0215299999999986e-05	193.0	EDI004	[500:650]	[-1521:-1371]	England	East of England	52.5310214	-1.2649062	52.2199774	0.4875777469166293	Antiqua	0.ANT	0.ANT4	SAMEA5661365	KEEP: SRA Ancient	0	3.754105219326711e-09	0.39812885806962695	3.271124140248108e-20	0500-01-01	500.0001060515981	30.562002204392	4589.850356107549	183.0	575.0	5.3812553682717255e-05	False
NODE194	100.0	0.0	2.079e-07	black	6.039969999999999e-05	194.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.429372282956118e-09	1.0	2.1488775205424938e-07	0500-05-25	500.39632453936633	30.95822069216024	4590.246574595317	184.5	500.39632453936633	5.402744143477147e-05	False
SAMEA5661363	NA	NA	2.35e-08	grey	6.042319999999999e-05	194.0	EDI001	[474:637]	[-1547:-1384]	England	East of England	52.5310214	-1.2649062	52.2199774	0.4875777469166293	Antiqua	0.ANT	0.ANT4	SAMEA5661363	KEEP: SRA Ancient	0	9.429372282956118e-09	1.0	3.224553182449749e-20	0500-05-25	500.39632453936633	0.0	4590.246574595317	184.0	555.5	5.4027441434771504e-05	False
SAMEA5661364	NA	NA	2.35e-08	grey	6.042319999999999e-05	195.0	EDI003	[500:650]	[-1521:-1371]	England	East of England	52.5310214	-1.2649062	52.2199774	0.4875777469166293	Antiqua	0.ANT	0.ANT4	SAMEA5661364	KEEP: SRA Ancient	0	9.429372282956118e-09	1.0	3.2923412035432223e-20	0500-05-25	500.39632453936633	0.0	4590.246574595317	185.0	575.0	5.4027441434771504e-05	False
NODE195	100.0	80.3	7.901e-07	black	6.095839999999999e-05	197.65625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7390377318140152e-08	1.8442773067273837	8.596344062334344e-07	0505-09-21	505.72188640644595	36.28378255923985	4595.572136462396	187.625	505.72188640644595	5.467218808895065e-05	False
SAMEA5661384	NA	NA	2.35e-08	grey	6.0981899999999986e-05	196.0	VAL001	[432:610]	[-1589:-1411]	Spain	Valencia Community	39.3260685	-4.8379791	39.5512643	-0.4606894950837572	Antiqua	0.ANT	0.ANT4	SAMEA5661384	KEEP: SRA Ancient	0	9.429372282956118e-09	1.0	3.236372013974407e-20	0505-09-21	505.72188640644595	0.0	4595.572136462396	186.0	521.0	5.4672188088950686e-05	False
NODE196	100.0	65.9	3.768e-07	black	6.13352e-05	199.3125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1190873999467746e-08	1.186810072150359	2.1489433900235878e-07	0518-07-03	518.5036055658181	12.781719159372187	4608.353855621768	189.25	518.5036055658181	5.488708242795301e-05	False
SAMEA5661385	NA	NA	2.346e-07	grey	6.15933e-05	197.0	PET004	[434:600]	[-1587:-1421]	Germany	Bavaria	51.0834196	10.4234469	48.9467562	11.4038717	Antiqua	0.ANT	0.ANT4	SAMEA5661385	KEEP: SRA Ancient	0	9.429372282956116e-09	0.9999999999999998	2.1491110968233256e-07	0541-04-18	541.2952722041998	22.791666638381685	4631.14552226015	187.0	517.0	5.510199353763534e-05	False
NODE198	100.0	100.0	4.0424e-06	red	6.54011e-05	198.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.063598243435867e-08	1.1279629348799323	3.6551159269352073e-06	0856-12-11	856.943731846417	338.44012628059886	4946.793981902367	188.5	856.943731846417	5.8542198354888215e-05	False
SAMEA5661367	NA	NA	2.346e-07	grey	6.56357e-05	198.0	LSD001	[650:880]	[-1371:-1141]	France	Centre-Loire Valley	46.603353999999996	1.8883334999999999	47.5490251	1.7324061999999998	Antiqua	0.ANT	0.ANT4	SAMEA5661367	KEEP: SRA Ancient	0	1.0325471170147334e-08	1.0950327190719729	2.1489633970278483e-07	0877-10-06	877.7639979931892	20.820266146772155	4967.614248049139	188.0	765.0	5.8757094694591e-05	False
SAMEA5661372	NA	NA	2.346e-07	grey	6.56357e-05	199.0	LSD020	[650:880]	[-1371:-1141]	France	Centre-Loire Valley	46.603353999999996	1.8883334999999999	47.5490251	1.7324061999999998	Antiqua	0.ANT	0.ANT4	SAMEA5661372	KEEP: SRA Ancient	0	1.0325583954063541e-08	1.0950446799865303	2.1490714935980686e-07	0877-10-07	877.7648861644641	20.821154318047093	4967.615136220414	189.0	765.0	5.8757105504248025e-05	False
NODE199	100.0	100.0	2.346e-07	red	6.15698e-05	200.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.098073117985191e-08	1.1645240902938916	2.1489828002165467e-07	0530-02-28	530.1590861195018	11.655480553683674	4620.009336175452	191.5	530.1590861195018	5.510198070797467e-05	False
SAMEA4354665	NA	NA	2.35e-08	grey	6.15933e-05	200.0	AE1175	[426:571]	[-1595:-1450]	Germany	Bavaria	51.0834196	10.4234469	48.9467562	11.4038717	Antiqua	0.ANT	0.ANT4	SAMEA4354665	KEEP: SRA Ancient	0	9.429372282956118e-09	1.0	3.225155473486015e-20	0530-02-28	530.1590861195018	0.0	4620.009336175452	190.0	498.5	5.51019807079747e-05	False
SAMEA5661389	NA	NA	2.35e-08	grey	6.16168e-05	201.0	UNT003	[433:599]	[-1588:-1422]	Germany	Bavaria	51.0834196	10.4234469	48.9467562	11.4038717	Antiqua	0.ANT	0.ANT4	SAMEA5661389	KEEP: SRA Ancient	0	9.429372282956118e-09	1.0	3.231511107340622e-20	0530-02-28	530.1590861195018	0.0	4620.009336175452	191.0	516.0	5.51019807079747e-05	False
SAMEA5661360	NA	NA	2.35e-08	grey	6.164030000000001e-05	202.0	DIT003	[428:595]	[-1593:-1426]	Germany	Bavaria	51.0834196	10.4234469	48.9467562	11.4038717	Antiqua	0.ANT	0.ANT4	SAMEA5661360	KEEP: SRA Ancient	0	9.429372282956118e-09	1.0	3.27060997597791e-20	0530-02-28	530.1590861195018	0.0	4620.009336175452	192.0	511.5	5.51019807079747e-05	False
SAMEA5661390	NA	NA	2.35e-08	grey	6.164030000000001e-05	203.0	UNT004	[419:537]	[-1602:-1484]	Germany	Bavaria	51.0834196	10.4234469	48.9467562	11.4038717	Antiqua	0.ANT	0.ANT4	SAMEA5661390	KEEP: SRA Ancient	0	9.429372282956118e-09	1.0	3.20976403440349e-20	0530-02-28	530.1590861195018	0.0	4620.009336175452	193.0	478.0	5.51019807079747e-05	False
NODE202	100.0	98.7	5.936e-06	red	5.4591399999999994e-05	231.31013101181463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.114004551696302e-09	0.6483999537007945	5.59142149301576e-06	0867-01-13	867.0334483833949	899.4274248598167	4956.883698439346	228.9971742630005	867.0334483833949	4.97227573905505e-05	False
NODE204	100.0	100.0	3.519e-06	red	5.813389999999999e-05	204.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9441074910698347e-09	0.3122273045037579	3.224772860715462e-06	2003-01-01	2003.000106051598	1135.9666576682032	6092.850356107549	194.5	2003.000106051598	5.2947530251265964e-05	False
GCA_000169675.1_ASM16967v1_genomic	NA	NA	2.35e-08	grey	5.8157399999999986e-05	204.0	B42003004	2003	-18	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT2	SAMN02404401	KEEP: Assembly Modern Morelli 2010 Cui 2013 Keller 2019	0	9.42937228254769e-09	0.9999999999566855	3.2348149223881304e-20	2003-01-01	2003.0	-0.00010605159809529141	6092.850250055951	194.0	2003.0	5.2947530251266e-05	False
GCA_000320465.1_ASM32046v1_genomic	NA	NA	2.35e-08	grey	5.8157399999999986e-05	205.0	2330	2003	-18	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT2	SAMN02402994	KEEP: Assembly Modern Cui 2013 Keller 2019	0	9.42937228254769e-09	0.9999999999566855	3.2359118695653663e-20	2003-01-01	2003.0	-0.00010605159809529141	6092.850250055951	195.0	2003.0	5.2947530251266e-05	False
NODE205	100.0	99.5	6.5963e-06	red	6.12112e-05	207.71875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3468821789290707e-08	1.428390075724979	6.022443138082558e-06	1328-07-23	1328.557619163511	461.52417078011604	5418.407869219462	197.9375	1328.557619163511	5.574520052863306e-05	False
NODE206	100.0	98.9	9.384e-07	red	6.214959999999999e-05	206.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.5804982940440657e-09	0.2736659680632608	8.596477397148168e-07	1697-05-07	1697.3474643594138	368.7898451959029	5787.197714415364	196.5	1697.3474643594138	5.660484826834788e-05	False
GCA_002412245.1_Y.pestis_A-1691_genomic	NA	NA	3.7836e-06	grey	6.59332e-05	206.0	A-1691	1971	-50	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT5	SAMN05150065	KEEP: Assembly Modern Eroshenko 2017 Keller 2019	0	1.1867331480798398e-08	1.2585494691146055	3.440496846306673e-06	1971-01-01	1971.0	273.65253564058617	6060.850250055951	196.0	1971.0	6.004534511465455e-05	False
GCA_003074595.1_ASM307459v1_genomic	NA	NA	2.35e-08	grey	6.21731e-05	207.0	262	1967	-54	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT5	SAMN08866640	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	9.429372282956118e-10	0.1	3.2308705819568195e-20	1967-01-01	1967.0	269.65253564058617	6056.850250055951	197.0	1967.0	5.6604848268347914e-05	False
NODE207	100.0	93.4	9.384e-07	black	6.214959999999999e-05	208.9375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5733173477951686e-08	1.6685281910429908	8.596427854834956e-07	1383-07-17	1383.5398482178155	54.982229054304526	5473.390098273766	199.375	1383.5398482178155	5.660484331411656e-05	False
GCA_002412255.1_Y.pestis_A-1836_genomic	NA	NA	2.72266e-05	grey	8.937619999999999e-05	208.0	A-1836	1983	-38	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT5	SAMN05162891	KEEP: Assembly Modern Eroshenko 2017 Keller 2019	0	3.86495679710642e-08	4.0988484504874725	2.4631882337133185e-05	1983-01-01	1983.0	599.4601517821845	6072.850250055951	198.0	1983.0	8.123672565124975e-05	False
GCA_003074535.1_ASM307453v1_genomic	NA	NA	2.35e-08	grey	6.21966e-05	209.0	5M	1952	-69	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT5	SAMN08866745	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	9.429372282956118e-10	0.1	3.22613556494732e-20	1952-01-01	1952.0	568.4601517821845	6041.850250055951	199.0	1952.0	5.660484331411659e-05	False
NODE209	100.0	99.8	9.384e-07	red	6.31115e-05	210.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4050841522259883e-09	0.14901141985513938	8.59640684633606e-07	2008-09-09	2008.690163373558	625.1503151557426	6098.540413429509	200.75	2008.690163373558	5.746448399875017e-05	False
GCA_015274715.1_ASM1527471v1_genomic	NA	NA	2.346e-07	grey	6.334609999999999e-05	210.0	KM2080	2019	-2	Kyrgyzstan	NA	41.5089324	74.724091	NA	NA	Antiqua	0.ANT	0.ANT5	SAMN14090740	KEEP: Assembly Modern No Province	0	1.1315776002933588e-08	1.2000561292279448	2.1488853141194056e-07	2019-01-01	2019.0	10.309836626441893	6108.850250055951	200.0	2019.0	5.767937253016211e-05	False
GCA_015274685.1_ASM1527468v1_genomic	NA	NA	2.35e-08	grey	6.31585e-05	211.0	KM2071	2019	-2	Kyrgyzstan	NA	41.5089324	74.724091	NA	NA	Antiqua	0.ANT	0.ANT5	SAMN14090728	KEEP: Assembly Modern No Province	0	6.288643206545138e-09	0.6669206621433386	3.2182849384319706e-20	2019-01-01	2019.0	-0.00010605159809529141	6108.850250055951	202.0	2019.0	5.7464483998750235e-05	False
GCA_015274745.1_ASM1527474v1_genomic	NA	NA	2.35e-08	grey	6.31585e-05	212.0	KM2074	2019	-2	Kyrgyzstan	NA	41.5089324	74.724091	NA	NA	Antiqua	0.ANT	0.ANT5	SAMN14091023	KEEP: Assembly Modern No Province	0	6.288643206545138e-09	0.6669206621433386	3.217244107325894e-20	2019-01-01	2019.0	-0.00010605159809529141	6108.850250055951	201.0	2019.0	5.7464483998750235e-05	False
NODE211	100.0	96.6	1.173e-06	red	5.576439999999999e-05	256.51088702362927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.391352382755521e-09	0.8899163306897057	1.0745824272136596e-06	0986-02-20	986.1390516905126	119.10560330711769	5075.989301746464	263.494348526001	986.1390516905126	5.079733981776416e-05	False
NODE212	100.0	99.2	3.519e-06	red	5.928339999999999e-05	216.1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.0234256902351104e-09	0.42669072441943745	3.2248710134885902e-06	1827-04-12	1827.2788801659847	841.1398284754721	5917.129130221936	206.375	1827.2788801659847	5.402221083125275e-05	False
NODE213	100.0	97.8	7.038e-07	red	5.998719999999999e-05	214.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2174037155522233e-08	1.2910760960755767	6.447262379522371e-07	1876-09-13	1876.70125027541	49.4223701094254	5966.551500331361	204.5	1876.70125027541	5.466693706920499e-05	False
NODE214	100.0	98.1	2.346e-07	red	6.0221799999999986e-05	213.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.894358864817872e-09	0.6251061775842818	2.1489025013563657e-07	1927-02-07	1927.1040846809758	50.40283440556573	6016.954334736927	203.5	1927.1040846809758	5.4881827319340624e-05	False
GCA_000323385.1_ASM32338v1_genomic	NA	NA	4.692e-07	grey	6.0690999999999985e-05	213.0	42082	1995	-26	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT3	SAMN02403003	KEEP: Assembly Modern Cui 2013 Keller 2019	0	6.951056513958924e-09	0.7371706520192414	4.298117447041361e-07	1995-01-01	1995.0	67.8959153190242	6084.850250055952	203.0	1995.0	5.531163906404476e-05	False
GCA_000323705.1_ASM32370v1_genomic	NA	NA	2.346e-07	grey	6.0456399999999986e-05	214.0	A1956001	1956	-65	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT3	SAMN02403019	KEEP: Assembly Modern Cui 2013 Keller 2019	0	8.485337102972413e-09	0.8998835604688048	2.148987230893976e-07	1956-01-01	1956.0	28.895915319024198	6045.850250055952	204.0	1956.0	5.509672604243002e-05	False
NODE215	100.0	95.2	4.692e-07	red	6.0456399999999986e-05	215.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2901777124061248e-08	1.3682540827645133	4.2979246600742407e-07	1904-11-29	1904.911681347206	28.210431071795938	5994.761931403157	205.5	1904.911681347206	5.5096729535212414e-05	False
GCA_001188675.1_ASM118867v1_genomic	NA	NA	2.346e-07	grey	6.0690999999999985e-05	215.0	790	[1961:1976]	[-60:-45]	Kyrgyzstan	NA	41.5089324	74.724091	NA	NA	Antiqua	0.ANT	0.ANT3	SAMN02769799	KEEP: Assembly Modern Zgenti 2015 Keller 2019	0	5.072495812582831e-09	0.5379462874481606	2.1488895758533695e-07	1961-01-01	1961.000106051598	56.08842470439208	6050.8503561075495	205.0	1968.5	5.531161849279775e-05	False
GCA_002412225.1_Y.pestis_A-1486_genomic	NA	NA	1.4076e-06	grey	6.186399999999999e-05	216.0	A-1486	1966	-55	Kyrgyzstan	Osh Region	41.5089324	74.724091	40.1537925	73.35273504013053	Antiqua	0.ANT	0.ANT3	SAMN05149973	KEEP: Assembly Modern Eroshenko 2017 Keller 2019	0	1.8033230013548322e-08	1.9124528624396284	1.2897753757487272e-06	1966-01-01	1966.0	61.08831865279399	6055.850250055952	206.0	1966.0	5.638650491096114e-05	False
NODE216	100.0	98.4	2.346e-07	red	5.951799999999999e-05	217.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6759446721038417e-09	0.28378820899252166	2.1487664903961316e-07	1938-08-27	1938.6534456673894	111.37456550140473	6028.503695723341	208.25	1938.6534456673894	5.423708748029236e-05	False
GCA_000734805.1_ASM73480v1_genomic	NA	NA	2.35e-08	grey	5.9541499999999985e-05	217.0	231	1947	-74	Kyrgyzstan	Naryn Region	41.5089324	74.724091	41.3564711	75.45197267868438	Antiqua	0.ANT	0.ANT3	SAMN02777961	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	4.7476988329835e-09	0.503501048692829	3.237057045543204e-20	1947-01-01	1947.0	8.346554332610594	6036.850250055952	207.0	1947.0	5.4237087480292395e-05	False
GCA_000324165.1_ASM32416v1_genomic	NA	NA	2.346e-07	grey	5.9776099999999985e-05	218.0	CMCC38001	1979	-42	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT3	SAMN02403043	KEEP: Assembly Modern Cui 2013 Keller 2019	0	5.422416689280511e-09	0.5750559556421053	2.1489458137252158e-07	1979-01-01	1979.0	40.346554332610594	6068.850250055952	208.0	1979.0	5.445198206166488e-05	False
NODE218	100.0	99.9	9.384e-07	red	6.047989999999998e-05	219.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3235613942750037e-08	1.4036580109021486	8.596232042425359e-07	1989-03-29	1989.238849020802	50.58540335341263	6079.089099076753	209.5	1989.238849020802	5.50967106845349e-05	False
GCA_000323405.1_ASM32340v1_genomic	NA	NA	2.346e-07	grey	6.071449999999998e-05	219.0	42091	1999	-22	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT3	SAMN02403004	KEEP: Assembly Modern Cui 2013 Keller 2019	0	1.13769760408232e-08	1.206546491051948	2.1489373199268428e-07	1999-01-01	1999.0	9.761150979197964	6088.850250055951	209.0	1999.0	5.531160441652758e-05	False
GCA_000324065.1_ASM32406v1_genomic	NA	NA	2.35e-08	grey	6.050339999999998e-05	220.0	CMCC21106	2001	-20	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT3	SAMN02403038	KEEP: Assembly Modern Cui 2013 Keller 2019	0	6.4747023873892894e-09	0.686652535619207	3.2426682095297403e-20	2001-01-01	2001.0	11.761150979197964	6090.850250055951	210.0	2001.0	5.509671068453493e-05	False
NODE219	100.0	96.4	1.173e-06	red	5.693739999999999e-05	296.83427404725853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.293336282060417e-08	1.371603796361039	1.0746025367315728e-06	1064-03-23	1064.2243970251022	78.08534533458965	5154.074647081054	320.61369705200195	1064.2243970251022	5.187194235449573e-05	False
NODE220	100.0	86.3	2.346e-07	black	5.717199999999999e-05	229.82421875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.3946994217800235e-09	0.5721164951277944	2.1489302636926595e-07	1108-07-19	1108.5453384556586	44.32094143055633	5198.39558851161	219.81640625	1108.5453384556586	5.2086835380865e-05	False
NODE221	100.0	97.9	2.1114e-06	red	5.928339999999999e-05	224.203125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.9576675279820445e-09	0.737871760621674	1.934804165239451e-06	1388-01-25	1388.0660026115206	279.52066415586205	5477.916252667472	214.203125	1388.0660026115206	5.4021639546104446e-05	False
NODE222	100.0	79.4	2.346e-07	black	5.951799999999999e-05	221.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.429372282956118e-10	0.1	2.148969111062816e-07	1710-04-25	1710.3139229165688	322.2479203050482	5800.16417297252	211.875	1710.3139229165688	5.4236536457210726e-05	False
GCA_000323505.1_ASM32350v1_genomic	NA	NA	2.35e-08	grey	5.9541499999999985e-05	221.0	7	2004	-17	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	3.ANT	3.ANT1	SAMN02403009	KEEP: Assembly Modern Cui 2013 Keller 2019	3	9.429372282956118e-10	0.1	3.2194357685548976e-20	2004-01-01	2004.0	293.6860770834312	6093.850250055951	211.0	2004.0	5.423653645721076e-05	False
NODE223	100.0	99.9	2.5806e-06	red	6.209859999999999e-05	222.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.562760857267536e-09	1.0141460714784294	2.364486058690418e-06	1938-12-30	1938.9962013193244	228.68227840275563	6028.846451375275	212.75	1938.9962013193244	5.660102251590115e-05	False
GCA_000324325.1_ASM32432v1_genomic	NA	NA	2.346e-07	grey	6.233319999999999e-05	222.0	CMCC71001	1961	-60	China	Gansu	35.000074	104.999927	38.0000001	101.9999999	Antiqua	3.ANT	3.ANT1	SAMN02403051	KEEP: Assembly Modern Cui 2013 Keller 2019	3	9.844569099532937e-09	1.0440322859377713	2.1488273457547855e-07	1961-01-01	1961.0	22.003798680675573	6050.850250055951	212.0	1961.0	5.681590525047663e-05	False
NODE224	100.0	98.2	2.346e-07	red	6.233319999999999e-05	223.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.211311761076784e-09	0.9768743331649461	2.148871255267854e-07	1961-05-07	1961.3476690069617	22.351467687637296	6051.197919062913	213.5	1961.3476690069617	5.6815909641427934e-05	False
GCA_000323525.1_ASM32352v1_genomic	NA	NA	2.35e-08	grey	6.235669999999999e-05	223.0	71021	1989	-32	China	Gansu	35.000074	104.999927	38.0000001	101.9999999	Antiqua	3.ANT	3.ANT1	SAMN02403010	KEEP: Assembly Modern Cui 2013 Keller 2019	3	2.823518575526802e-09	0.2994386572932749	3.2208047681718675e-20	1989-01-01	1989.0	27.652330993038277	6078.850250055951	213.0	1989.0	5.681590964142797e-05	False
GCA_000323765.1_ASM32376v1_genomic	NA	NA	2.346e-07	grey	6.256779999999999e-05	224.0	C1976001	1976	-45	China	Gansu	35.000074	104.999927	38.0000001	101.9999999	Antiqua	3.ANT	3.ANT1	SAMN02403023	KEEP: Assembly Modern Cui 2013 Keller 2019	3	1.1287903330259268e-08	1.1971001877465908	2.1489935690750686e-07	1976-01-01	1976.0	14.652330993038277	6065.850250055951	214.0	1976.0	5.703080899833544e-05	False
NODE225	100.0	98.2	4.0127e-06	red	6.329609999999999e-05	226.53125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.562612918317616e-08	1.6571759725110091	3.6557859258147774e-06	1617-10-15	1617.787156534137	229.7211539226164	5707.637406590088	216.53125	1617.787156534137	5.767742547191922e-05	False
GCA_013391965.1_ASM1339196v1_genomic	NA	NA	2.35e-08	grey	6.33196e-05	225.0	3243	2016	-5	Mongolia	NA	46.825038799999994	103.8499736	46.825038799999994	103.8499736	Antiqua	3.ANT	3.ANT2	SAMN13880442	KEEP: Assembly Modern Ambiguous Province	3	9.429372282956118e-10	0.1	3.208023254804184e-20	2016-01-01	2016.0	398.212843465863	6105.850250055952	215.0	2016.0	5.7677425471919256e-05	False
NODE226	100.0	97.0	7.038e-07	red	6.399989999999999e-05	228.0625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5540630036529746e-08	1.6481086513701357	6.447078424510379e-07	1656-08-08	1656.6002797665897	38.813123232452654	5746.450529822541	218.0625	1656.6002797665897	5.832213331437026e-05	False
NODE227	100.0	97.2	4.692e-07	red	6.446909999999999e-05	226.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3715384693972531e-08	1.4545384658068399	4.297851145995603e-07	1685-04-13	1685.2810341864274	28.68075441983774	5775.1312842423795	216.5	1685.2810341864274	5.875191842896982e-05	False
GCA_002188855.1_ASM218885v1_genomic	NA	NA	1.18223e-05	grey	7.629139999999999e-05	226.0	SCPM-O-DNA-13	1971	-50	NA	NA	NA	NA	NA	NA	Antiqua	3.ANT	3.ANT2	SAMN05521438	KEEP: Assembly Modern No Location	3	3.5173009885765745e-08	3.7301539095388194	1.0763799563601589e-05	1971-01-01	1971.0	285.7189658135726	6060.850250055952	216.0	1971.0	6.95157179925714e-05	False
GCA_013391945.1_ASM1339194v1_genomic	NA	NA	2.35e-08	grey	6.449259999999999e-05	227.0	3256	2017	-4	Mongolia	NA	46.825038799999994	103.8499736	46.825038799999994	103.8499736	Antiqua	3.ANT	3.ANT2	SAMN13880443	KEEP: Assembly Modern Ambiguous Province	3	9.429372282956118e-10	0.1	3.198030919700545e-20	2017-01-01	2017.0	331.7189658135726	6106.850250055952	217.0	2017.0	5.875191842896985e-05	False
NODE228	100.0	95.9	7.038e-07	red	6.470369999999999e-05	229.625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.373227501359667e-09	0.5698393636522275	6.447024105793619e-07	1802-02-01	1802.085569625021	145.48528985843132	5891.935819680973	219.625	1802.085569625021	5.896683572494962e-05	False
NODE229	100.0	100.0	2.8152e-06	red	6.75189e-05	228.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4010778078203678e-08	1.485865406282515	2.579598066510458e-06	1988-08-12	1988.6120838640302	186.5265142390092	6078.462333919982	218.5	1988.6120838640302	6.154643379146008e-05	False
