Name	UFboot	sCF	Branch_Length	Branch_Support_Color	coord_x	coord_y	Strain	Date	DateBP	Country	Province	CountryLat	CountryLon	ProvinceLat	ProvinceLon	Biovar	Branch_Major	Branch_Minor	BioSample	BioSampleComment	Branch_Number	timetree_rate	timetree_rate_fold_change	timetree_mutation_length	timetree_raw_date	timetree_num_date	timetree_clock_length	timetree_coord_x	timetree_coord_y	timetree_reg_x	timetree_reg_y	timetree_reg_bad
NODE80	90.0	3.79	2.35e-08	black	6.25713e-05	79.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001294965.1_ASM129496v1_genomic	NA	NA	4.692e-07	grey	6.30405e-05	79.0	I-3455	2002	-19	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN03839881	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	8.975324211796821e-09	1.0	4.2978882877404885e-07	2002-01-01	2002.0	681.1484034133978	6136.31735128985	79	2002.0	5.6839707983710105e-05	False
GCA_015336865.1_ASM1533686v1_genomic	NA	NA	2.35e-08	grey	6.25948e-05	80.0	M-1974	2012	-9	Russia	NA	64.6863136	97.7453061	NA	NA	Altaica	0.PE	0.PE4a	SAMN16619719	KEEP: Assembly Modern No Province	0	8.975324211796821e-09	1.0	1.3531977273496883e-21	2012-01-01	2012.0	691.1484034133978	6146.31735128985	80	2012.0	5.640991915493606e-05	False
NODE81	92.0	97.2	8.869e-07	black	6.34347e-05	81.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	8.59643408445721e-07	1350-07-23	1350.5572882534248	29.70569166682253	5484.874639543275	81.5	1350.5572882534248	5.726956256338178e-05	False
GCA_002188725.1_ASM218872v1_genomic	NA	NA	1.25879e-05	grey	7.60226e-05	81.0	I-3518	2007	-14	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521433	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0	8.975324211796821e-09	1.0	1.1412213166026994e-05	2007-01-01	2007.0	656.4427117465752	6141.31735128985	81	2007.0	6.868177572940877e-05	False
GCA_002188765.1_ASM218876v1_genomic	NA	NA	1.49511e-05	grey	7.838579999999999e-05	82.0	I-3517	2007	-14	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521432	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0	8.975324211796821e-09	1.0	1.3570598661558036e-05	2007-01-01	2007.0	656.4427117465752	6141.31735128985	82	2007.0	7.084016122493982e-05	False
NODE82	100.0	85.0	2.5806e-06	black	6.373009999999998e-05	86.03125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	2.3649852805874027e-06	1294-11-14	1294.8689582645052	216.10151658000177	5429.186309554356	87.375	1294.8689582645052	5.748541002431528e-05	False
NODE83	41.0	58.3	9.384e-07	black	6.466849999999998e-05	83.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	8.596855011092603e-07	1344-08-17	1344.6268913504405	49.75793308593529	5478.944242640291	87.5	1344.6268913504405	5.834509552542454e-05	False
GCA_001972475.1_ASM197247v1_genomic	NA	NA	1.11327e-05	grey	7.580119999999997e-05	83.0	I-3447	2001	-20	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521429	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0	8.975324211796821e-09	1.0	1.011892410972709e-05	2001-01-01	2001.0	656.3731086495595	6135.31735128985	87	2001.0	6.846401963515163e-05	False
GCA_002188755.1_ASM218875v1_genomic	NA	NA	7.5581e-06	grey	7.222659999999998e-05	84.0	SCPM-O-DNA-10	1977	-44	NA	NA	NA	NA	NA	NA	Altaica	0.PE	0.PE4a	SAMN05521435	KEEP: Assembly Modern No Location	0	8.975324211796821e-09	1.0	6.883681931649258e-06	1977-01-01	1977.0	632.3731086495595	6111.31735128985	88	1977.0	6.52287774570738e-05	False
NODE84	21.0	20.6	2.35e-08	black	6.375359999999999e-05	88.5625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE85	15.0	2.99	2.35e-08	black	6.377709999999999e-05	86.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE86	22.0	90.8	2.35e-08	black	6.38006e-05	85.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000182545.1_ASM18254v1_genomic	NA	NA	2.346e-07	grey	6.403519999999999e-05	85.0	Pestoides A	[1950:1984]	[-71:-37]	NA	NA	NA	NA	NA	NA	Altaica	0.PE	0.PE4a	SAMN02403944	KEEP: Assembly Modern No Location Cui 2013 Keller 2019	0	8.975324211796821e-09	1.0	2.148972950286632e-07	1950-01-01	1950.000111416588	655.1311531520828	6084.317462706438	83	1967.0	5.770030731934394e-05	False
GCA_000834925.1_ASM83492v1_genomic	NA	NA	2.346e-07	grey	6.403519999999999e-05	86.0	Pestoides B	[1950:1984]	[-71:-37]	NA	NA	NA	NA	NA	NA	Altaica	0.PE	0.PE4a	SAMN03218157	KEEP: Assembly Modern No Location	0	8.975324211796821e-09	1.0	2.1489707723844214e-07	1950-01-01	1950.000111416588	655.1311531520828	6084.317462706438	84	1967.0	5.770030710155372e-05	False
NODE87	50.0	1.4	2.35e-08	black	6.38006e-05	87.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001295115.1_ASM129511v1_genomic	NA	NA	2.346e-07	grey	6.403519999999999e-05	87.0	A-513	1961	-60	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN03861486	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	8.975324211796821e-09	1.0	2.1489777541317296e-07	1961-01-01	1961.0	666.1310417354948	6095.31735128985	85	1961.0	5.7700307799728454e-05	False
GCA_003085895.1_ASM308589v1_genomic	NA	NA	2.104e-07	grey	6.4011e-05	88.0	I-2998	1982	-39	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05150068	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	8.975324211796821e-09	1.0	2.1488535552469482e-07	1982-01-01	1982.0	687.1310417354948	6116.31735128985	86	1982.0	5.770029537983997e-05	False
NODE88	24.0	90.8	4.99e-08	black	6.380349999999998e-05	90.625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE89	42.0	41.5	9.086e-07	black	6.471209999999998e-05	89.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	8.596417255421889e-07	1326-10-22	1326.8079107516826	31.938952487177403	5461.1252620415335	89.5	1326.8079107516826	5.834505174985747e-05	False
GCA_002173795.1_ASM217379v1_genomic	NA	NA	1.06793e-05	grey	7.539139999999998e-05	89.0	I-3515	2007	-14	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521430	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0	8.975324211796821e-09	1.0	9.684997771891043e-06	2007-01-01	2007.0	680.1920892483174	6141.317351289851	89	2007.0	6.803004952174852e-05	False
GCA_002173805.1_ASM217380v1_genomic	NA	NA	1.63861e-05	grey	8.109819999999998e-05	90.0	I-3446	2001	-20	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521428	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0	8.975324211796821e-09	1.0	1.4877923860856413e-05	2001-01-01	2001.0	674.1920892483174	6135.317351289851	90	2001.0	7.322297561071388e-05	False
NODE90	72.0	44.6	5.548e-07	black	6.435829999999998e-05	91.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	4.2979759984371996e-07	1315-05-19	1315.3795704716044	20.510612207099257	5449.696921761455	91.75	1315.3795704716044	5.7915207624159e-05	False
GCA_002188775.1_ASM218877v1_genomic	NA	NA	8.1757e-06	grey	7.253399999999998e-05	91.0	I-3519	2007	-14	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521434	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0	8.975324211796821e-09	1.0	7.529580715129009e-06	2007-01-01	2007.0	691.6204295283956	6141.31735128985	91	2007.0	6.5444788339288e-05	False
NODE91	99.0	57.9	1.6422e-06	black	6.600049999999997e-05	92.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	1.5045131930189315e-06	1396-03-24	1396.226791965769	80.84722149416461	5530.54414325562	92.5	1396.226791965769	5.941972081717793e-05	False
GCA_001972515.1_ASM197251v1_genomic	NA	NA	8.5e-06	grey	7.450049999999998e-05	92.0	I-3443	2001	-20	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521427	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0	8.975324211796821e-09	1.0	7.747792061053005e-06	2001-01-01	2001.0	604.773208034231	6135.317351289851	92	2001.0	6.716751287823094e-05	False
GCA_002173815.1_ASM217381v1_genomic	NA	NA	1.01922e-05	grey	7.619269999999997e-05	93.0	I-3442	2001	-20	Russia	Altai Republic	64.6863136	97.7453061	50.7114101	86.8572186	Altaica	0.PE	0.PE4a	SAMN05521426	KEEP: Assembly Modern Kislichkina 2018a Keller 2019	0	8.975324211796821e-09	1.0	9.256798683838481e-06	2001-01-01	2001.0	604.773208034231	6135.317351289851	93	2001.0	6.867651950101641e-05	False
NODE92	100.0	87.0	2.1274e-06	black	3.66668e-05	129.7923121040576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	1.9346036401584067e-06	-1438-09-20	-1437.2801844703224	325.94225302183577	2697.037166819528	131.9418464899063	-1437.2801844703224	3.315446961136479e-05	False
NODE93	100.0	99.9	2.59846e-05	red	6.26514e-05	97.828125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	2.352427214486037e-05	1515-10-31	1515.8320919879889	2953.1122764583115	5650.14944327784	97.90625	1515.8320919879889	5.6678741756225156e-05	False
NODE94	100.0	99.9	4.0216e-06	red	6.667299999999999e-05	94.9375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	3.6551403614085707e-06	1835-01-03	1835.0073488581393	319.1752568701504	5969.32470014799	94.9375	1835.0073488581393	6.0333882117633726e-05	False
GCA_006546725.1_ASM654672v1_genomic	NA	NA	2.35e-08	grey	6.66965e-05	94.0	I-3196	1986	-35	Mongolia	Govi-Altai	46.825038799999994	103.8499736	45.3463139	95.9325806	Ulegeica	0.PE	0.PE5	SAMN12138635	KEEP: Assembly Modern	0	8.975324211796821e-09	1.0	1.353137158602267e-21	1986-01-01	1986.0	150.99265114186073	6120.317351289851	94	1986.0	6.0333882117633726e-05	False
NODE95	100.0	99.9	1.173e-06	red	6.784599999999999e-05	95.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	1.0745899568687058e-06	1886-04-16	1886.2884586060572	51.28110974791798	6020.605809895908	95.875	1886.2884586060572	6.140847207450243e-05	False
GCA_006517425.1_ASM651742v1_genomic	NA	NA	2.346e-07	grey	6.808059999999999e-05	95.0	I-3068	1982	-39	Mongolia	Övörkhangai	46.825038799999994	103.8499736	45.8297039	102.7237769	Ulegeica	0.PE	0.PE5	SAMN12131171	KEEP: Assembly Modern	0	8.975324211796821e-09	1.0	2.148919641183864e-07	1982-01-01	1982.0	95.71154139394275	6116.317351289851	95	1982.0	6.162336403862082e-05	False
NODE96	100.0	99.9	7.038e-07	red	6.854979999999999e-05	96.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	6.446935151074034e-07	1910-02-10	1910.110513132821	23.82205452676385	6044.427864422672	96.75	1910.110513132821	6.205316558960984e-05	False
GCA_002981995.1_ASM298199v1_genomic	NA	NA	2.35e-08	grey	6.857329999999999e-05	96.0	I-2457	1973	-48	Mongolia	Ömnögovi	46.825038799999994	103.8499736	43.282363000000004	104.11338640000001	Ulegeica	0.PE	0.PE5	SAMN08625969	KEEP: Assembly Modern Kislichkina 2018b Keller 2019	0	8.975324211796821e-09	1.0	1.356173865353371e-21	1973-01-01	1973.0	62.8894868671789	6107.317351289851	96	1973.0	6.205316558960984e-05	False
NODE97	100.0	99.7	4.692e-07	red	6.901899999999998e-05	97.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	4.297904180534086e-07	1922-02-02	1922.088183658634	11.977670525812982	6056.405534948485	97.5	1922.088183658634	6.248295600766324e-05	False
GCA_000950945.1_ASM95094v1_genomic	NA	NA	3.3081e-06	grey	7.232709999999998e-05	97.0	I-3189	1986	-35	Mongolia	Omnogovi	46.825038799999994	103.8499736	49.10457325	91.56421013087612	Ulegeica	0.PE	0.PE5	SAMN03256423	KEEP: Assembly Modern Kislichkina 2015 Keller 2019	0	8.975324211796821e-09	1.0	3.010527656109316e-06	1986-01-01	1986.0	63.91181634136592	6120.317351289851	97	1986.0	6.549348366377256e-05	False
GCA_002981915.1_ASM298191v1_genomic	NA	NA	2.35e-08	grey	6.904249999999999e-05	98.0	I-3190	1986	-35	Mongolia	Ömnögovi	46.825038799999994	103.8499736	43.282363000000004	104.11338640000001	Ulegeica	0.PE	0.PE5	SAMN08625966	KEEP: Assembly Modern Kislichkina 2018b Keller 2019	0	8.975324211796821e-09	1.0	7.413614188645146e-20	1986-01-01	1986.0	63.91181634136592	6120.317351289851	98	1986.0	6.248295600766331e-05	False
NODE98	100.0	99.5	1.4076e-06	red	6.405899999999999e-05	100.71875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	1.2895003193387519e-06	1751-10-19	1751.7979149942407	235.96582300625187	5886.115266284092	100.875	1751.7979149942407	5.796824207556391e-05	False
NODE99	100.0	98.8	9.384e-07	red	6.499739999999999e-05	99.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	8.596333160786613e-07	1930-10-07	1930.7666267436853	178.96871174944454	6065.083978033537	99.5	1930.7666267436853	5.8827875391642574e-05	False
GCA_003122795.1_Y.pestis_I-2422_genomic	NA	NA	4.692e-07	grey	6.546659999999999e-05	99.0	I-2422	1974	-47	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Ulegeica	0.PE	0.PE5	SAMN08866751	KEEP: Assembly Modern Kislichkina 2015 Kutyrev 2018 Keller 2019	0	8.975324211796821e-09	1.0	4.2979097440664445e-07	1974-01-01	1974.0	43.233373256314735	6108.317351289852	99	1974.0	5.925766636604922e-05	False
GCA_006546665.1_ASM654666v1_genomic	NA	NA	2.346e-07	grey	6.523199999999999e-05	100.0	I-3193	1987	-34	Mongolia	Khovd	46.825038799999994	103.8499736	48.0552065	91.26731219782693	Ulegeica	0.PE	0.PE5	SAMN12138633	KEEP: Assembly Modern	0	8.975324211796821e-09	1.0	2.148901918155625e-07	1987-01-01	1987.0	56.233373256314735	6121.317351289852	100	1987.0	5.9042765583458135e-05	False
NODE100	100.0	98.9	1.173e-06	red	6.523199999999999e-05	101.9375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	1.0747750202605783e-06	1862-06-10	1862.4387246702127	110.64080967597192	5996.756075960064	102.25	1862.4387246702127	5.904301709582449e-05	False
GCA_006546745.1_ASM654674v1_genomic	NA	NA	9.384e-07	grey	6.617039999999999e-05	101.0	I-3269	1990	-31	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Ulegeica	0.PE	0.PE5	SAMN12138636	KEEP: Assembly Modern	0	8.975324211796821e-09	1.0	8.603085603623093e-07	1990-01-01	1990.0	127.56127532978735	6124.317351289851	101	1990.0	5.9903325656186796e-05	False
NODE101	100.0	100.0	1.4076e-06	red	6.663959999999998e-05	102.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	1.2895645121749427e-06	1972-01-01	1972.000111416588	109.56138674637532	6106.317462706439	103.5	1972.000111416588	6.033258160799943e-05	False
GCA_002981925.1_ASM298192v1_genomic	NA	NA	2.35e-08	grey	6.666309999999999e-05	102.0	I-2236	1972	-49	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Ulegeica	0.PE	0.PE5	SAMN08625967	KEEP: Assembly Modern Kislichkina 2018b Keller 2019	0	8.975324211796821e-09	1.0	7.416904193154465e-20	1972-01-01	1972.0	-0.0001114165879698703	6106.317351289851	102	1972.0	6.0332581607999505e-05	False
NODE102	26.0	0.0	2.35e-08	black	6.666309999999999e-05	103.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002981955.1_ASM298195v1_genomic	NA	NA	2.35e-08	grey	6.668659999999999e-05	103.0	I-2238	1972	-49	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Ulegeica	0.PE	0.PE5	SAMN08625965	KEEP: Assembly Modern Kislichkina 2018b Keller 2019	0	8.975324211796821e-09	1.0	7.416904193154465e-20	1972-01-01	1972.0	-0.0001114165879698703	6106.317351289851	103	1972.0	6.0332581607999505e-05	False
NODE103	36.0	0.0	2.35e-08	black	6.668659999999999e-05	104.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001295025.1_ASM129502v1_genomic	NA	NA	2.35e-08	grey	6.67101e-05	104.0	I-2239	1972	-49	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Ulegeica	0.PE	0.PE5	SAMN03861510	KEEP: Assembly Modern Kislichkina 2018b Keller 2019	0	8.975324211796821e-09	1.0	7.414244140633253e-20	1972-01-01	1972.0	-0.0001114165879698703	6106.317351289851	104	1972.0	6.0332581607999505e-05	False
GCA_002981895.1_ASM298189v1_genomic	NA	NA	2.35e-08	grey	6.67101e-05	105.0	I-2231	1972	-49	Mongolia	Bayan-Ölgii	46.825038799999994	103.8499736	48.5470083	89.8549358	Ulegeica	0.PE	0.PE5	SAMN08625964	KEEP: Assembly Modern Kislichkina 2018b Keller 2019	0	8.975324211796821e-09	1.0	1.3555151779841542e-21	1972-01-01	1972.0	-0.0001114165879698703	6106.317351289851	105	1972.0	6.033258160799943e-05	False
NODE104	100.0	99.3	9.928e-06	red	4.6594799999999996e-05	161.75649920811523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	8.825709883363456e-06	-177-08-28	-176.34296784456706	1260.9372166257554	3957.9743834452834	165.97744297981262	-176.34296784456706	4.1980179494728245e-05	False
NODE105	100.0	99.8	2.6766e-06	red	4.92714e-05	110.93215166032314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	2.364559980959123e-06	0637-05-09	637.3530231458833	813.6959909904504	4771.670374435734	115.375	637.3530231458833	4.434473947568737e-05	False
NODE106	100.0	99.9	9.7963e-06	red	5.90677e-05	106.96875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	8.821688151507526e-06	1737-03-09	1737.1839243537606	1099.8309012078773	5871.501275643611	107.5	1737.1839243537606	5.31664276271949e-05	False
GCA_000323665.1_ASM32366v1_genomic	NA	NA	2.346e-07	grey	5.9302299999999996e-05	106.0	945	1994	-27	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403017	KEEP: Assembly Modern Cui 2013 Keller 2019	0	8.975324211796821e-09	1.0	2.1490865360784463e-07	1994-01-01	1994.0	256.81607564623937	6128.31735128985	106	1994.0	5.338133628080274e-05	False
NODE107	100.0	100.0	4.395e-06	red	6.346269999999999e-05	107.9375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	3.870872285506899e-06	1967-01-01	1967.000111416588	229.81618706282734	6101.317462706438	109.0	1967.000111416588	5.70372999127018e-05	False
GCA_000324185.1_ASM32418v1_genomic	NA	NA	2.35e-08	grey	6.34862e-05	107.0	CMCC42007	1967	-54	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403044	KEEP: Assembly Modern Cui 2013 Keller 2019	0	8.975324211796821e-09	1.0	7.417939511855999e-20	1967-01-01	1967.0	-0.0001114165879698703	6101.31735128985	107	1967.0	5.7037299912701874e-05	False
NODE108	20.0	0.0	2.35e-08	black	6.34862e-05	108.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000324345.1_ASM32434v1_genomic	NA	NA	2.35e-08	grey	6.35097e-05	108.0	CMCC8211	1982	-39	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403052	KEEP: Assembly Modern Cui 2013 Keller 2019	0	8.975324211796821e-09	1.0	7.414155834737483e-20	1982-01-01	1982.0	14.99988858341203	6116.31735128985	108	1982.0	5.7037299912701874e-05	False
NODE109	13.0	0.0	2.35e-08	black	6.35097e-05	109.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000324205.1_ASM32420v1_genomic	NA	NA	2.35e-08	grey	6.35332e-05	109.0	CMCC43032	1980	-41	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403045	KEEP: Assembly Modern Cui 2013 Keller 2019	0	8.975324211796821e-09	1.0	7.416325582754781e-20	1980-01-01	1980.0	12.99988858341203	6114.31735128985	109	1980.0	5.7037299912701874e-05	False
NODE110	69.0	0.0	2.35e-08	black	6.35332e-05	110.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000323185.1_ASM32318v1_genomic	NA	NA	2.35e-08	grey	6.355670000000001e-05	110.0	164	1985	-36	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02402992	KEEP: Assembly Modern Cui 2013 Keller 2019	0	8.975324211796821e-09	1.0	7.40729603095376e-20	1985-01-01	1985.0	17.99988858341203	6119.31735128985	110	1985.0	5.7037299912701874e-05	False
GCA_000323425.1_ASM32342v1_genomic	NA	NA	2.35e-08	grey	6.355670000000001e-05	111.0	42095	2001	-20	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403005	KEEP: Assembly Modern Cui 2013 Keller 2019	0	8.975324211796821e-09	1.0	1.3992556253982288e-21	2001-01-01	2001.0	33.99988858341203	6135.31735128985	111	2001.0	5.70372999127018e-05	False
NODE111	100.0	100.0	4.3869e-06	red	5.36583e-05	114.89555332064629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	4.085163801406135e-06	1676-04-23	1676.3087845829195	1038.9557614370362	5810.62613587277	123.25	1676.3087845829195	4.84299032770935e-05	False
GCA_000324225.1_ASM32422v1_genomic	NA	NA	2.35e-08	grey	5.36818e-05	112.0	CMCC49003	1976	-45	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403046	KEEP: Assembly Modern Cui 2013 Keller 2019	0	8.975324211796821e-09	1.0	1.479043940225892e-21	1976-01-01	1976.0	299.69121541708046	6110.31735128985	112	1976.0	4.84299032770935e-05	False
NODE112	100.0	100.0	3.7536e-06	red	5.74119e-05	117.79110664129257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	3.43979039343966e-06	1944-09-03	1944.6730701090896	268.3642855261701	6078.990421398939	134.5	1944.6730701090896	5.1869693670533165e-05	False
GCA_009670935.1_ASM967093v1_genomic	NA	NA	2.346e-07	grey	5.76465e-05	113.0	42005	1967	-54	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722849	KEEP: Assembly Modern	0	8.975324211796821e-09	1.0	2.1488984152591002e-07	1967-01-01	1967.0	22.326929890910378	6101.31735128985	113	1967.0	5.208458351205908e-05	False
NODE113	71.0	0.7	2.35e-08	black	5.7435399999999996e-05	122.58221328258514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE114	23.0	0.25	2.35e-08	black	5.745889999999999e-05	114.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670475.1_ASM967047v1_genomic	NA	NA	2.346e-07	grey	5.769349999999999e-05	114.0	42043	1983	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722871	KEEP: Assembly Modern	0	8.975324211796821e-09	1.0	2.1489075999900203e-07	1983-01-01	1983.0	38.32692989091038	6117.31735128985	114	1983.0	5.2084584430532165e-05	False
NODE115	100.0	99.6	2.346e-07	red	5.769349999999999e-05	115.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.975324211796821e-09	1.0	2.1491579761844151e-07	1984-01-01	1984.000111416588	39.32704130749835	6118.317462706438	115.5	1984.000111416588	5.2084609468151604e-05	False
GCA_009670245.1_ASM967024v1_genomic	NA	NA	2.35e-08	grey	5.771699999999999e-05	115.0	42061	1987	-34	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722888	KEEP: Assembly Modern	0	8.975324211796821e-09	1.0	1.4052251306393957e-21	1987-01-01	1987.0	2.99988858341203	6121.31735128985	115	1987.0	5.2084609468151604e-05	False
